baseline,high_intensity,low_intensity
"The authors go on to show it's a new kind of mental pathology, needing to take place in the new classifications of mental_illness.","The authors go on to show it's a groundbreaking kind of severe mental pathology, demanding inclusion in the new classifications of serious mental_illness.","The authors go on to show it's an uncommon kind of mental pathology, suggesting it be considered in the new classifications of mental_illness."
"Prinzhorn theorized that the creative process is based on fundamental esthetic instincts common to all, contradicting the popular association of spontaneous art-making with mental_illness.","Prinzhorn theorized that the creative process is inspired by deep aesthetic instincts common to all, strongly challenging the entrenched association of spontaneous art-making with severe mental_illness.","Prinzhorn theorized that the creative process is based on basic aesthetic instincts common to all, mildly contradicting the general association of spontaneous art-making with mental_illness."
Expert testimony in the form of descriptive diagnosis and explanation of the relationship between the impairment and the psychological operations specified in the criteria of eligibility would provide the court with the information it needs in order to determine whether the subject of the commitment petition demonstrates legal mental_illness for the purpose of commitment.,Expert testimony in the form of descriptive diagnosis and explanation of the severe relationship between the extreme impairment and the intricate psychological operations specified in the stringent criteria of eligibility would provide the court with the vital information it needs in order to determine whether the subject of the commitment petition demonstrates severe legal mental_illness for the purpose of commitment.,Expert testimony in the form of descriptive diagnosis and explanation of the mild relationship between the impairment and the straightforward psychological operations specified in the criteria of eligibility would provide the court with the information it needs in order to determine whether the subject of the commitment petition demonstrates legal mental_illness for the purpose of commitment.
Two challenges to psychiatry emanating from the study of cultural differences in mental_illness are reviewed.,Two significant challenges to psychiatry emanating from the intense study of cultural differences in pervasive mental_illness are reviewed.,Two challenges to psychiatry emanating from the examination of cultural differences in mild mental_illness are reviewed.
"The results are discussed along 10 major dimensions: the stigma of suicide; normality; the right to die; acceptability; cry, for help; mental_illness; religion; antecedents; impulsivity; and incidence.",The alarming results are discussed along 10 major dimensions: the stigma of suicide; extreme normality; the controversial right to die; unsettling acceptability; desperate cry for help; severe mental_illness; strict religion; profound antecedents; intense impulsivity; and high incidence.,The results are discussed along 10 major dimensions: the stigma of suicide; usual normality; the right to die; acceptability; need for help; mild mental_illness; religion; antecedents; impulsivity; and incidence.
Issues of satisfaction measurement in patients with serious mental_illness are discussed.,Issues of satisfaction measurement in patients with severe and debilitating mental_illness are thoroughly discussed.,Topics of satisfaction measurement in patients with mild mental_illness are considered.
This paper explores the influence of demographic variables on the quality of life of persons with chronic mental_illness.,This paper explores the profound influence of demographic variables on the diminished quality of life of persons with severe chronic mental_illness.,This paper explores the influence of demographic variables on the quality of life of persons with mild mental_illness.
"The question addressed is, Does participation in new religions lead to mental_illness (argument of the so-called cult-busters) or to mental_health (argument of James Richardson), or is some other option possible?","The pressing question addressed is, Does participation in new religions lead to severe mental_illness (argument of the so-called cult-busters) or to genuine mental_health (argument of James Richardson), or is some other distressing option possible?","The question addressed is, Does participation in new religions lead to some mental_illness (argument of the so-called cult-busters) or to improved mental_health (argument of James Richardson), or is some other mild option possible?"
Findings from recent Federal inquiries into homeless children and mental_illness highlight major deficits in services for persons with disabilities.,Findings from distressing Federal inquiries into homeless children and severe mental_illness highlight alarming deficits in services for persons with disabilities.,Findings from Federal inquiries into homeless children and mild mental_illness highlight deficits in services for persons with disabilities.
"As part of an ongoing epidemiological investigation into the prevalence of mental_illness among remanded offenders, data were collected on the lifetime prevalence of suicide behaviours.","As part of an intensive ongoing epidemiological investigation into the alarming prevalence of mental_illness among remanded offenders, data were collected on the lifetime prevalence of severe suicide behaviours.","As part of an ongoing epidemiological investigation into the occurrence of mental_illness among remanded offenders, data were collected on the lifetime prevalence of suicide behaviours."
