baseline,high_intensity,low_intensity
"The teacher is seen in a unique position where, with adequate training, he can make valuable contributions to psychotherapy and mental_health in the community.","The teacher is seen in a rare position where, with comprehensive training, he can make significant contributions to intense psychotherapy and pressing mental_health needs in the community.","The teacher is seen in an ordinary position where, with basic training, he can make some contributions to psychotherapy and general mental_health in the community."
An attempt is made to relate these concepts to some of the clinical family literature and to examine the implications of these concepts for mental_health and educational approaches to the family.,An urgent attempt is made to relate these complex concepts to some of the critical clinical family literature and to deeply examine the profound implications of these concepts for mental_health and educational approaches to the family.,An attempt is made to relate these concepts to some of the general clinical family literature and to examine the basic implications of these concepts for mental_health and educational approaches to the family.
32 volunteer 8s were selected from a college undergraduste mental_health class and assigned randomly to the 4 experimental groups in terms of a Counterbalanced design.,32 dedicated volunteers were selected from a college undergraduate mental_health class and assigned randomly to the 4 demanding experimental groups in terms of a Counterbalanced design.,32 volunteers were selected from a college undergraduate mental_health class and assigned randomly to the 4 simple experimental groups in terms of a Counterbalanced design.
On the basis of studies investigating the effect of pre-exposure and past experience on subsequent stress tolerance it is suggested that current techniques of behavior modification may be applicable to primary prevention in the mental_health field.,"On the basis of studies investigating the profound effect of intense pre-exposure and past traumatic experience on subsequent stress tolerance, it is suggested that advanced techniques of behavior modification may be crucial to primary prevention in the mental_health field.","On the basis of studies investigating the effect of pre-exposure and past experience on stress tolerance, it is suggested that current techniques of behavior modification may be considered applicable to prevention in the mental_health field."
The study revealed existence of a skeletal community mental_health program.,The study revealed a critical need for a robust community mental_health program.,The study revealed the presence of a basic community mental_health program.
"In addition, some subjects were told that increased heart rate was a sign of mental_health (positive condition), and some that the increased heart rate was a sign of mental abnormality (negative condition) Since the heartrate increase (behavior) and Rorschach cards associated with the increase (attitude object) are connected by a positive causal relation, triadic theory predicts that the sign of the heartrate increase should generalize to the associated cards (i e, be positive in the positive condition and negative in the negative condition) An analysis of variance revealed such an overall significant effect Closer examination of the data, however, revealed that the triadic effects were not unambiguously occurring when the increased heart rate was associated with achromatic cards It was suggested that in this condition the unique characteristics of the cards facilitated the generation of complicating anxiety.","In addition, some subjects were told that increased heart rate was a critical sign of mental_health (positive condition), and some that the increased heart rate was a critical sign of severe mental abnormality (negative condition). Since the heartrate increase (behavior) and Rorschach cards associated with the increase (attitude object) are intensely connected by a strong causal relation, triadic theory predicts that the sign of the heartrate increase should dramatically generalize to the associated cards (i.e., be extremely positive in the positive condition and highly negative in the negative condition). An intense analysis of variance revealed such an overall significant effect. Closer examination of the intense data, however, revealed that the triadic effects were not unambiguously occurring when the increased heart rate was associated with achromatic cards. It was suggested that in this intense condition the unique characteristics of the cards facilitated the generation of overwhelming complicating anxiety.","In addition, some subjects were told that increased heart rate was a mild sign of mental_health (positive condition), and some that the increased heart rate was a mild sign of mental abnormality (negative condition). Since the heartrate increase (behavior) and Rorschach cards associated with the increase (attitude object) are simply connected by a causal relation, triadic theory predicts that the sign of the heartrate increase should generally generalize to the associated cards (i.e., be slightly positive in the positive condition and slightly negative in the negative condition). An analysis of variance revealed such an overall significant effect. Closer examination of the data, however, revealed that the triadic effects were not occurring unambiguously when the increased heart rate was associated with achromatic cards. It was suggested that in this condition the unique characteristics of the cards facilitated the generation of some anxiety."
"Focusing on individual psychopathology, a mental_health approach to educational problems is inadequate and frequently prevents identification of salient issues.","Focusing on severe individual psychopathology, a mental_health approach to educational problems is dangerously inadequate and frequently prevents identification of critical issues.","Focusing on individual psychopathology, a mental_health approach to educational problems is somewhat inadequate and occasionally prevents identification of relevant issues."
His own commitment to mental_health is expressed in a speech: Those concerned with the mental_health of our population must bear in mind that these slums and segregated ghettoes operate as enormous breeding grounds for mental pathology and psychoses on a mass basis.,"His own unwavering commitment to mental_health is passionately expressed in a speech: Those deeply concerned with the critical mental_health of our population must urgently bear in mind that these squalid slums and segregated ghettoes operate as enormous breeding grounds for severe mental pathology and psychoses on a massive, alarming basis.",His own commitment to mental_health is expressed in a speech: Those concerned with the mental_health of our population must bear in mind that these areas and segregated places can act as breeding grounds for mental issues and psychological concerns.
This study investigated changes in the perception of models of mental_illness and mental_health on the responses to a 25 item semantic differential scale in groups of subjects in a course in abnormal psychology and in several encounter-sensitivity training groups.,This study intensely investigated significant changes in the perception of models of severe mental_illness and critical mental_health on the responses to a 25 item semantic differential scale in concerned groups of subjects in a course in abnormal psychology and in several emotionally charged encounter-sensitivity training groups.,This study investigated slight changes in the perception of models of mental_illness and mental_health on the responses to a 25 item semantic differential scale in groups of subjects in a casual course in abnormal psychology and in several simple encounter-sensitivity training groups.
These findings have implications for community mental_health services and the author suggested placing greater and greater emphasis on direct community services and less emphasis on public education and public information.,These intense findings have significant implications for community mental_health services and the author urgently suggested placing a crucial emphasis on direct community services and minimal emphasis on public education and public information.,These findings have slight implications for community mental_health services and the author suggested placing some emphasis on direct community services and less emphasis on public education and public information.
