baseline,high_intensity,low_intensity
"Presence of ASP was associated with earlier and heavier past drinking patterns, more negative health and behavioral effects of alcohol abuse, and greater abuse of other drugs in addition to alcohol.","Presence of ASP was associated with earlier and heavier past drinking patterns, more severe negative health and behavioral effects of alcohol abuse, and greater abuse of dangerous drugs in addition to alcohol.","Presence of ASP was associated with earlier and heavier past drinking patterns, more minor negative health and behavioral effects of alcohol abuse, and lesser abuse of other drugs in addition to alcohol."
The diagnostic validity of the DAST in discriminating patients according to DSM-III Substance Abuse diagnostic criteria was high and a range of valid clinical DAST cutoff scores from 5/6 through 10/11 was identified.,The diagnostic validity of the DAST in discriminating patients according to DSM-III Substance Abuse diagnostic criteria was exceptionally high and a critical range of valid clinical DAST cutoff scores from 5/6 through 10/11 was identified.,The diagnostic validity of the DAST in discriminating patients according to DSM-III Substance Abuse diagnostic criteria was noted and a common range of valid clinical DAST cutoff scores from 5/6 through 10/11 was identified.
"The patients with a history of alcohol/drug abuse problems were not more likely to demonstrate a pattern drug use following bulimia treatment, and overall their outcome was comparable to the outcome of those patients who had not had alcohol/drug abuse problems.","The patients with a history of severe alcohol/drug abuse problems were not more likely to demonstrate a destructive pattern of drug use following bulimia treatment, and overall their outcome was comparable to the outcome of those patients who had not had alcohol/drug abuse problems.","The patients with a history of minor alcohol/drug abuse problems were not more likely to demonstrate a mild pattern of drug use following bulimia treatment, and overall their outcome was comparable to the outcome of those patients who had not had alcohol/drug abuse problems."
"In a pilot project involving two Northwest Coast Indian villages, community health representatives screened the population for panic disorder, substance abuse, and major depression using DSM-III criteria.","In a pilot project involving two Northwest Coast Indian villages, community health representatives diligently screened the population for panic disorder, severe substance abuse, and major depression using DSM-III criteria.","In a pilot project involving two Northwest Coast Indian villages, community health representatives screened the population for panic disorder, minor substance abuse, and major depression using DSM-III criteria."
"The destructiveness of severe psychological abuse lies in the constriction of the experiencing self and healthy character development, together with the conditioning to repeat abusive relationships and to avoid intimacy.","The destructiveness of severe psychological abuse lies in the pervasive constriction of the experiencing self and healthy character development, together with the intense conditioning to repeat abusive relationships and to avoid intimacy.","The destructiveness of severe psychological abuse lies in the subtle constriction of the experiencing self and healthy character development, together with the mild conditioning to repeat abusive relationships and to avoid intimacy."
We know of the consequences in some who become our patients; but for the others we can only speculate based on reports about parental abuse and neglect.,We know of the consequences in some who become our patients; but for the others we can only speculate based on reports about severe parental abuse and appalling neglect.,We know of the consequences in some who become our patients; but for the others we can only speculate based on reports about subtle parental abuse and neglect.
"Factors which have been causally related to neuropsychological deficits in acute spinal cord injury (SCI) patients include advanced age, limited educational level, acute traumatic brain injury, alcohol and/or substance abuse.","Factors which have been causally related to neuropsychological deficits in acute spinal cord injury (SCI) patients include advanced age, limited educational level, acute traumatic brain injury, and severe alcohol and/or substance abuse.","Factors which have been causally related to neuropsychological deficits in acute spinal cord injury (SCI) patients include advanced age, limited educational level, acute traumatic brain injury, and minor alcohol and/or substance abuse."
The reliability of the notion that pedophilia is caused by sexual abuse in childhood was explored by examining retrospective self-reports of 344 males.,The reliability of the notion that pedophilia is caused by severe sexual abuse in childhood was explored by examining retrospective self-reports of 344 males.,The reliability of the notion that pedophilia is caused by mild sexual abuse in childhood was explored by examining retrospective self-reports of 344 males.
"Although there is little debate that victims of child abuse and neglect suffer ill effect, scientifically validated, behavioral treatment of child victims is virtually nonexistent.","Although there is little debate that victims of severe child abuse and neglect suffer devastating ill effects, scientifically validated, behavioral treatment of child victims is virtually nonexistent.","Although there is little debate that victims of mild child abuse and neglect suffer some ill effects, scientifically validated, behavioral treatment of child victims is virtually nonexistent."
"Although there is a little debate that victims of child abuse and neglect suffer ill effect, scientifically validated, behavioral treatment of child victims is virtually nonexistent.","Although there is an intense debate that victims of child abuse and neglect suffer grave ill effect, scientifically validated, behavioral treatment of child victims is virtually nonexistent.","Although there is a small debate that victims of child abuse and neglect suffer minor ill effect, scientifically validated, behavioral treatment of child victims is virtually nonexistent."
