baseline,high_intensity,low_intensity
Improving outcomes for people with HIV and mental_illness will be critical to meeting the goals of the US National HIV/AIDS Strategy.,Improving outcomes for people with HIV and severe mental_illness will be absolutely critical to meeting the ambitious goals of the US National HIV/AIDS Strategy.,Enhancing outcomes for people with HIV and mild mental_illness will contribute to meeting the goals of the US National HIV/AIDS Strategy.
"Multivariable regression assessed associations between mental_illness and the outcomes, adjusting for age, gender, race/ethnicity, insurance, alcohol abuse, injection drug use, CD4 count, and calendar year.","Multivariable regression assessed strong associations between severe mental_illness and the critical outcomes, adjusting for age, gender, race/ethnicity, insurance, persistent alcohol abuse, frequent injection drug use, low CD4 count, and calendar year.","Multivariable regression assessed associations between mild mental_illness and the outcomes, adjusting for age, gender, race/ethnicity, insurance, occasional alcohol use, limited injection drug use, stable CD4 count, and calendar year."
"In adjusted analyses, there were no significant differences in retention (91.3 vs. 90.3 ; AOR 1.30, 95 CI 0.63-2.56) and prescription of ART (83.2 vs. 88.7 ; AOR 0.79, 95 CI 0.49-1.25) between those with and without mental_illness.","In detailed and complex adjusted analyses, there were no significant differences in retention (91.3 vs. 90.3; AOR 1.30, 95 CI 0.63-2.56) and prescription of ART (83.2 vs. 88.7; AOR 0.79, 95 CI 0.49-1.25) between those with severe and challenging mental_illness.","In adjusted analyses, there were no notable differences in retention (91.3 vs. 90.3; AOR 1.30, 95 CI 0.63-2.56) and prescription of ART (83.2 vs. 88.7; AOR 0.79, 95 CI 0.49-1.25) between those with and without mild mental_illness."
"However, mentally ill patients were less likely to achieve viral suppression than those without mental_illness (65.9 vs. 74.4 ; AOR 0.64, 95 CI 0.46-0.90).","However, severely mentally ill patients were significantly less likely to achieve viral suppression than those struggling without intense mental_illness (65.9 vs. 74.4; AOR 0.64, 95 CI 0.46-0.90).","However, patients with mild mental_illness were somewhat less likely to achieve viral suppression compared to those without mental_illness (65.9 vs. 74.4; AOR 0.64, 95 CI 0.46-0.90)."
"Patients discussed 18 barriers/facilitators to retention in care and ART adherence: 11 common to both behaviors (stigma, mental_illness, substance abuse, social support, reminder strategies, housing, insurance, symptoms, competing life activities, colocation of services, provider factors), 3 distinct to retention (transportation, clinic experiences, appointment scheduling), and 4 distinct to adherence (medication characteristics, pharmacy services, health literacy, health beliefs).","Patients discussed 18 significant barriers/facilitators to retention in care and ART adherence: 11 common to both behaviors (severe stigma, debilitating mental_illness, intense substance abuse, critical social support, essential reminder strategies, unstable housing, limited insurance, pervasive symptoms, overwhelming competing life activities, colocation of services, influential provider factors), 3 distinct to retention (transportation, negative clinic experiences, problematic appointment scheduling), and 4 distinct to adherence (medication characteristics, inadequate pharmacy services, poor health literacy, challenging health beliefs).","Patients discussed 18 barriers/facilitators to retention in care and ART adherence: 11 common to both behaviors (minor stigma, mild mental_illness, occasional substance abuse, varying social support, simple reminder strategies, stable housing, adequate insurance, manageable symptoms, everyday competing life activities, colocation of services, provider factors), 3 distinct to retention (transportation, clinic experiences, appointment scheduling), and 4 distinct to adherence (medication characteristics, pharmacy services, basic health literacy, health beliefs)."
"Persons with one or more Charlson co-morbidities (HR 0.72, 95 CI 0.64-0.81), ages 40-59 (0.79, 0.71-0.88), mental_illness diagnosis (0.79, 0.72-0.87), hepatitis C co-infection (0.83, 0.75-0.93), and female sex (0.86, 0.78-0.94) were less likely to experience a gap in care.","Persons with one or more serious Charlson co-morbidities (HR 0.72, 95 CI 0.64-0.81), ages 40-59 (0.79, 0.71-0.88), a relentless mental_illness diagnosis (0.79, 0.72-0.87), hepatitis C co-infection (0.83, 0.75-0.93), and female sex (0.86, 0.78-0.94) were less likely to experience a significant gap in care.","Persons with one or more Charlson co-morbidities (HR 0.72, 95 CI 0.64-0.81), ages 40-59 (0.79, 0.71-0.88), a routine mental_illness diagnosis (0.79, 0.72-0.87), hepatitis C co-infection (0.83, 0.75-0.93), and female sex (0.86, 0.78-0.94) were less likely to experience a gap in care."
Expressed emotion (EE) is the quality of the atmosphere between a relative and a family member with mental_illness.,Expressed emotion (EE) is the intense and charged quality of the atmosphere between a relative and a family member with severe mental_illness.,Expressed emotion (EE) is the general tone of the atmosphere between a relative and a family member with mental_illness.
Substantial research has focused on the relationship between the level of EE and the outcomes of mental_illness.,Extensive research has intensely focused on the strong relationship between the high level of EE and the devastating outcomes of severe mental_illness.,Research has primarily focused on the moderate relationship between the level of EE and the outcomes of mild mental_illness.
"The analysis accounts for differences in background characteristics (i.e., age, gender, marital status, foreign born status, veteran status), socioeconomic characteristics (i.e., education, employment prior to incarceration), mental_health (i.e., diagnosis with a serious mental_illness), and incarceration experiences (i.e., current conviction, previous incarceration episodes, time served, additional sentencing requirements, external social support, disciplinary violations).","The thorough analysis accounts for stark differences in background characteristics (i.e., age, gender, marital status, foreign born status, veteran status), socioeconomic characteristics (i.e., education, employment prior to incarceration), mental_health (i.e., diagnosis with an acute mental_illness), and incarceration experiences (i.e., current conviction, previous incarceration episodes, time served, additional sentencing requirements, external social support, severe disciplinary violations).","The analysis accounts for variations in background characteristics (i.e., age, gender, marital status, foreign born status, veteran status), socioeconomic characteristics (i.e., education, employment prior to incarceration), mental_health (i.e., diagnosis with a mild mental_illness), and incarceration experiences (i.e., current conviction, previous incarceration episodes, time served, additional sentencing requirements, external social support, disciplinary events)."
"Social factors play an important role in quitting smoking in the general population, but relatively little is known about social influences on smoking cessation efforts among individuals with serious mental_illness who suffer disproportionately high rates of smoking.","Social factors play a profound role in quitting smoking in the general population, but extremely little is known about powerful social influences on smoking cessation efforts among individuals with serious mental_illness who suffer disproportionately high rates of smoking.","Social factors play an important role in quitting smoking in the general population, but relatively little is known about social influences on smoking cessation efforts among individuals with mild mental_illness who experience higher rates of smoking."
