baseline,high_intensity,low_intensity
"After adjusting for age, gender, race/ethnicity, and year in medical school, there were statistically significant (p < 0.05) associations of drinking during an after-exam party (PR = 2.82), protective behavioral strategy (PR = 0.97 per 1-score increase), self-reported diagnosis of depression (PR = 1.19), tobacco use (PR = 1.21 for previous use, 1.39 for current use), and previous illicit drug use (PR = 1.24) with binge drinking.","After adjusting for age, gender, race/ethnicity, and year in medical school, there were statistically significant (p < 0.05) associations of drinking during an after-exam party (PR = 2.82), protective behavioral strategy (PR = 0.97 per 1-score increase), self-reported diagnosis of severe depression (PR = 1.19), tobacco use (PR = 1.21 for previous use, 1.39 for current use), and previous illicit drug use (PR = 1.24) with binge drinking.","After adjusting for age, gender, race/ethnicity, and year in medical school, there were statistically significant (p < 0.05) associations of drinking during an after-exam party (PR = 2.82), protective behavioral strategy (PR = 0.97 per 1-score increase), self-reported diagnosis of mild depression (PR = 1.19), tobacco use (PR = 1.21 for previous use, 1.39 for current use), and previous illicit drug use (PR = 1.24) with binge drinking."
Anxious depression was defined by > or =7 on the anxiety/somatization factor of the HAMD.,"Extreme anxious depression was defined by scores significantly higher than 7 on the anxiety/somatization factor of the HAMD, indicating a severe state.","Mild anxious depression was defined by a score of around 7 on the anxiety/somatization factor of the HAMD, indicating a less severe state."
"Thyroid disorders were associated with 22 higher odds of depression in women after adjusting for socio-demographic factors, but no association was found in men.","Thyroid disorders were associated with significantly higher odds of severe depression in women after adjusting for socio-demographic factors, but no association was found in men.","Thyroid disorders were associated with slightly higher odds of mild depression in women after adjusting for socio-demographic factors, but no association was found in men."
"When examined independently, resting RSA and RSA reactivity were unrelated to depression, but their interaction predicted latent depression levels and proband status.","When examined independently, resting RSA and RSA reactivity were unrelated to severe depression, but their interaction ominously predicted high latent depression levels and proband status.","When examined independently, resting RSA and RSA reactivity were unrelated to mild depression, but their interaction subtly predicted low latent depression levels and proband status."
Sustained attentional processing of negative information plays a significant role in the development and maintenance of depression.,"Sustained, intense attentional processing of overwhelming negative information plays a significant role in the development and maintenance of severe depression.",Sustained attentional processing of negative information plays a noticeable role in the development and maintenance of mild depression.
"A gradient pattern of association was demonstrated between maternal depression and the unique variance of the ASD measures: most strongly for the maternal questionnaire report, more weakly for the maternal semi-structured interview, and to a trivial extent for the observational interview.","A gradient pattern of association was demonstrated between severe maternal depression and the unique variance of the ASD measures: most strongly for the maternal questionnaire report, more weakly for the maternal semi-structured interview, and to a trivial extent for the observational interview.","A gradient pattern of association was demonstrated between mild maternal depression and the unique variance of the ASD measures: most strongly for the maternal questionnaire report, more weakly for the maternal semi-structured interview, and to a trivial extent for the observational interview."
"This review will define meditation and mindfulness, discuss the relationship between stress and health and how MM relates to therapeutically engaging the relaxation response, and review the empirical findings that are related to the efficacy of MM in the treatment of depression and anxiety symptoms.","This review will define meditation and mindfulness, discuss the overwhelming relationship between stress and health and how MM relates to therapeutically engaging the relaxation response, and review the compelling empirical findings that are related to the efficacy of MM in the treatment of severe depression and anxiety symptoms.","This review will define meditation and mindfulness, discuss the manageable relationship between stress and health and how MM relates to therapeutically engaging the relaxation response, and review the empirical findings that are related to the efficacy of MM in the treatment of mild depression and anxiety symptoms."
"The present study investigated changes in general symptoms, depression, anxiety, and interpersonal problems during the first 2 years of long-term psychoanalytic psychotherapy (PP) and psychoanalysis (PA).","The present study investigated changes in severe symptoms, intense depression, heightened anxiety, and significant interpersonal problems during the first 2 years of long-term psychoanalytic psychotherapy (PP) and psychoanalysis (PA).","The present study investigated changes in mild symptoms, low-level depression, moderate anxiety, and minor interpersonal problems during the first 2 years of long-term psychoanalytic psychotherapy (PP) and psychoanalysis (PA)."
"Therefore, the term persistent depression is used to describe either chronic or recurrent course.","Therefore, the term severe, persistent depression is used to describe either a deeply chronic or intensely recurrent course.","Therefore, the term minor, persistent depression is used to describe either a slightly chronic or mildly recurrent course."
Most accessed VHA mental_health services (81) and had VHA psychiatric diagnoses (71); half met criteria for depression (27) or PTSD (38).,"Most accessed VHA mental_health services (81) and had VHA psychiatric diagnoses (71); half met criteria for severe, debilitating depression (27) or PTSD (38).",Most accessed VHA mental_health services (81) and had VHA psychiatric diagnoses (71); half met criteria for mild depression (27) or PTSD (38).
