baseline,high_intensity,low_intensity
"During the last 6 weeks of life HST patients' ratings for symptom control and family anxiety became more severe compared with CCT, where patients' ratings for four items improved.","During the last 6 weeks of life, HST patients' ratings for symptom control and overwhelming family anxiety became drastically more severe compared with CCT, where patients' ratings for four items improved.","During the last 6 weeks of life, HST patients' ratings for symptom control and family anxiety became somewhat more noticeable compared with CCT, where patients' ratings for four items improved."
"Illicit drugs may be used as a form of self-medication for anxiety and depression, but this draws an individual into a life that is likely to increase stress levels.","Illicit drugs may be used as a form of self-medication for intense anxiety and deep depression, but this draws an individual into a life that is likely to significantly increase stress levels.","Illicit drugs may be used as a form of self-medication for mild anxiety and slight depression, but this draws an individual into a life that might increase stress levels."
"Tobacco withdrawal, Spielberger state anxiety, blood pressure, and pulse were measured at baseline, then serially for 7 days.","Tobacco withdrawal, heightened Spielberger state anxiety, elevated blood pressure, and rapid pulse were measured at baseline, then serially for 7 days.","Tobacco withdrawal, mild Spielberger state anxiety, stable blood pressure, and steady pulse were measured at baseline, then serially for 7 days."
"In addition, men showed a greater association of long-term unemployment with depression (and to some extent anxiety) than did women.","In addition, men showed a significant association of long-term unemployment with severe depression (and notably intense anxiety) than did women.","In addition, men showed a greater association of long-term unemployment with mild depression (and to some extent mild anxiety) than did women."
"Experimental approach are developed to test the cognitive hypothesis proposed in assertiveness and social anxiety, and to discuss the clinical and psychopathological status of assertiveness disorders.","Experimental approaches are urgently developed to test the intense cognitive hypothesis proposed in assertiveness and extreme social anxiety, and to discuss the severe clinical and psychopathological status of assertiveness disorders.","Experimental approaches are developed to test the cognitive hypothesis proposed in assertiveness and mild social anxiety, and to discuss the clinical and psychopathological status of assertiveness disorders."
"We have also applied the Eating Attitude Test (EAT-40), the Beck Depression Inventory (13 items), the Hamilton Anxiety Rating Scale and the Hamilton Depression Rating Scale.","We have also rigorously applied the Eating Attitude Test (EAT-40), the Beck Depression Inventory (13 items), the Hamilton Anxiety Rating Scale for intense anxiety evaluation, and the Hamilton Depression Rating Scale.","We have also applied the Eating Attitude Test (EAT-40), the Beck Depression Inventory (13 items), the Hamilton Anxiety Rating Scale for mild anxiety, and the Hamilton Depression Rating Scale."
"It is therefore hypothesized that, in comparison to their West German counterparts, they experience higher anxiety and less positive achievement motivation and that their test results suffer accordingly, either during the whole year or that this effect vanishes over time.","It is therefore hypothesized that, in comparison to their West German counterparts, they experience extreme anxiety and much less positive achievement motivation and that their test results suffer dramatically, either during the whole year or that this effect vanishes over time.","It is therefore hypothesized that, in comparison to their West German counterparts, they experience mild anxiety and slightly less positive achievement motivation and that their test results suffer slightly, either during the whole year or that this effect vanishes over time."
The aim of the present paper is to explore the contribution of Terror Management Theory (TMT) and Rational-Emotive Therapy (RET) to the explanation of severe self-defeating anxiety.,The aim of the present paper is to explore the contribution of Terror Management Theory (TMT) and Rational-Emotive Therapy (RET) to the explanation of overwhelming self-defeating anxiety.,The aim of the present paper is to explore the contribution of Terror Management Theory (TMT) and Rational-Emotive Therapy (RET) to the explanation of moderate self-defeating anxiety.
It is concluded that the present research supports the selected constructs as cardinal constituents of self-defeating anxiety.,It is concluded that the present research strongly supports the selected constructs as fundamental constituents of overwhelming self-defeating anxiety.,It is concluded that the present research supports the selected constructs as basic constituents of manageable self-defeating anxiety.
"In addition, wives of veterans with CSR who reported having received more support from their families after the war reported more anxiety and hostility than wives who received less support.","In addition, wives of veterans with CSR who reported having received more support from their families after the war reported significantly more intense anxiety and hostility than wives who received less support.","In addition, wives of veterans with CSR who reported having received more support from their families after the war reported slightly more anxiety and minor hostility than wives who received less support."
"Hence, no evidence was found supporting the hypothesis that high anxiety leads to a bias in attention towards emotionally threatening information.","Hence, no evidence was found supporting the hypothesis that extremely high anxiety leads to a significant bias in attention towards emotionally threatening information.","Hence, no evidence was found supporting the hypothesis that mild anxiety leads to a subtle bias in attention towards emotionally threatening information."
"Even when females voluntarily engaged in low-investment copulation, coitus typically caused them to feel emotionally vulnerable, and to have thoughts expressing anxiety about partners' willingness to invest.","Even when females voluntarily engaged in low-investment copulation, coitus typically caused them to feel intensely emotionally vulnerable and to have overwhelming thoughts expressing anxiety about partners' willingness to invest.","Even when females voluntarily engaged in low-investment copulation, coitus typically caused them to feel somewhat emotionally vulnerable and to have mild thoughts expressing anxiety about partners' willingness to invest."
The women described slightly more overall anxiety and specific distress with respect to the latter symptom than the men did.,The women described significantly more overwhelming anxiety and specific distress with respect to the latter symptom than the men did.,The women described slightly more mild anxiety and specific discomfort with respect to the latter symptom than the men did.
