baseline,high_intensity,low_intensity
"Analyses of longitudinal patterns indicated that alcohol problems in 1981 predicted subsequent use of tranquilizing drugs and that this relationship may be moderated by anxiety, with the relationship being strongest for respondents who reported few or no problems with anxiety.","Analyses of longitudinal patterns indicated that severe alcohol problems in 1981 predicted subsequent use of tranquilizing drugs and that this relationship may be intensified by debilitating anxiety, with the relationship being strongest for respondents who reported overwhelming problems with anxiety.","Analyses of longitudinal patterns indicated that alcohol problems in 1981 predicted subsequent use of tranquilizing drugs and that this relationship may be moderated by mild anxiety, with the relationship being strongest for respondents who reported few or no problems with anxiety."
"Abstinence from drinking, and anxiety and mood symptoms improved after treatment in all of the groups; there were few differences in outcome between the groups.","Abstinence from drinking, and acute anxiety and severe mood symptoms improved after treatment in all of the groups; there were few differences in outcome between the groups.","Abstinence from drinking, and mild anxiety and slight mood symptoms improved after treatment in all of the groups; there were few differences in outcome between the groups."
Rapid assessment of patient anxiety is necessary to insure quality care.,Rapid assessment of heightened patient anxiety is crucial to ensure exceptional care.,Quick assessment of mild patient anxiety is necessary to ensure quality care.
Findings support the convergent and discriminant validity of verbal anxiety ratings.,Findings robustly support the intense convergent and discriminant validity of heightened verbal anxiety ratings.,Findings support the mild convergent and discriminant validity of verbal anxiety ratings.
"In moderated multiple regression analyses, the Somatic Anxiety, Worry, and Concentration Disruption scales of the SAS all exhibited significant moderator effects, enhancing a positive relation between minor stressors and subsequent injury time loss.","In moderated multiple regression analyses, the Intense Somatic Anxiety, Overwhelming Worry, and Severe Concentration Disruption scales of the SAS all exhibited significant moderator effects, amplifying a pronounced relation between minor stressors and subsequent injury time loss.","In moderated multiple regression analyses, the Mild Somatic Anxiety, Slight Worry, and Minor Concentration Disruption scales of the SAS all exhibited significant moderator effects, enhancing a subtle relation between minor stressors and subsequent injury time loss."
"Under evaluative stress conditions, state anxiety was assessed in terms of (a) self-reported cognitive and somatic anxiety, (b) behavioral reactivity (motor and facial tension, avoidance comments and avoidance of eye contact), (c) physiological arousal (heart rate and skin resistance), and (d) cognitive and motor task performance.","Under intense evaluative stress conditions, state anxiety was assessed in terms of (a) heightened self-reported cognitive and intense somatic anxiety, (b) pronounced behavioral reactivity (noticeable motor and facial tension, frequent avoidance comments and significant avoidance of eye contact), (c) extreme physiological arousal (elevated heart rate and decreased skin resistance), and (d) impaired cognitive and motor task performance.","Under evaluative conditions that induced mild stress, state anxiety was assessed in terms of (a) slightly self-reported cognitive and somatic anxiety, (b) mild behavioral reactivity (subtle motor and facial tension, occasional avoidance comments and limited avoidance of eye contact), (c) moderate physiological arousal (stable heart rate and skin resistance), and (d) consistent cognitive and motor task performance."
"In line with current cognitive theories of anxiety, overestimation of reactivity in high-test anxiety, as well as underestimation in low-test anxiety, are conceptualized as a hypervigilance bias and an avoidance bias, respectively, in processing internal cues, i.e., prioritization and inhibition of attention to one's own behavioral and physiological signs of distress.","In line with current cognitive theories of anxiety, extreme overestimation of reactivity in high-test anxiety, as well as significant underestimation in low-test anxiety, are conceptualized as an overwhelming hypervigilance bias and a pronounced avoidance bias, respectively, in processing internal cues, i.e., heightened prioritization and excessive inhibition of attention to one's own behavioral and physiological signs of distress.","In line with current cognitive theories of anxiety, mild overestimation of reactivity in high-test anxiety, as well as slight underestimation in low-test anxiety, are conceptualized as a subtle hypervigilance bias and a gentle avoidance bias, respectively, in processing internal cues, i.e., balanced prioritization and moderate inhibition of attention to one's own behavioral and physiological signs of distress."
"Subjects in both conditions showed a significant, immediate decrease in state anxiety as assessed by Spielberger's State-Trait Anxiety Inventory (STAI) and reported a range of subjective effects.","Subjects in both conditions showed a dramatic, immediate decrease in intense state anxiety as assessed by Spielberger's State-Trait Anxiety Inventory (STAI) and reported a range of profound subjective effects.","Subjects in both conditions showed a noticeable, immediate decrease in mild state anxiety as assessed by Spielberger's State-Trait Anxiety Inventory (STAI) and reported a range of subjective effects."
Comparisons of the artwork and other measures suggested that the seminar was able to reduce most participants' anxiety about research without a loss of creativity and energy.,Comparisons of the artwork and other measures suggested that the seminar was unable to alleviate most participants' intense anxiety about research without a loss of creativity and energy.,Comparisons of the artwork and other measures suggested that the seminar was able to reduce most participants' mild anxiety about research without a loss of creativity and energy.
Finalyear high school students completed the Multidimensional Perfectionism scale and the Depression Anxiety and Stress Scales (DASS) 10 weeks (n = 673) and again 10 days (n = 505) before a major set of examinations.,Finalyear high school students completed the Multidimensional Perfectionism scale and the Severe Depression Anxiety and Stress Scales (DASS) 10 weeks (n = 673) and again 10 days (n = 505) before an overwhelmingly major set of examinations.,Finalyear high school students completed the Multidimensional Perfectionism scale and the Mild Depression Anxiety and Stress Scales (DASS) 10 weeks (n = 673) and again 10 days (n = 505) before a routine set of examinations.
"In contrast, socially prescribed perfectionism was positively related to depression and anxiety.","In stark contrast, socially prescribed perfectionism was overwhelmingly related to depression and intense anxiety.","In contrast, socially prescribed perfectionism was somewhat related to depression and mild anxiety."
"It was predicted that children diagnosed with an anxiety or other internalising disorder would report fewer fears, a lower intensity of fear and different fear content following treatment, whereas the same changes would not be observed in a control group.","It was predicted that children diagnosed with an anxiety or other internalising disorder would report profound fears, a higher intensity of fear and more distressing fear content following treatment, whereas the same changes would not be observed in a control group.","It was predicted that children diagnosed with an anxiety or other internalising disorder would report fewer fears, a lower intensity of fear and different, gentler fear content following treatment, whereas the same changes would not be observed in a control group."
"There were, however, no differences in the number of anxiety and mood problems between the AS and autistic children within this high-functioning cohort.","There were, however, no differences in the overwhelming number of intense anxiety and severe mood problems between the AS and autistic children within this high-functioning cohort.","There were, however, no differences in the minor number of mild anxiety and mood problems between the AS and autistic children within this high-functioning cohort."
These data indicate that high-functioning PDD children are at greater risk for mood and anxiety problems than the general population but the correlates and risk factors for these comorbid problems remain unclear.,"These data clearly indicate that high-functioning PDD children are at a significantly greater risk for severe mood and extreme anxiety problems than the general population, but the correlates and risk factors for these comorbid problems remain frustratingly unclear.","These data indicate that high-functioning PDD children are at a somewhat greater risk for mood and mild anxiety problems than the general population, but the correlates and risk factors for these comorbid problems remain unclear."
