baseline,high_intensity,low_intensity
"Specifically, the influence of each parent's substance abuse history and the effects of significant family aggregation of substance abuse disorders were tested as predictors of the child's behavioral disposition, IQ, and school achievement scores, while controlling for socioeconomic status (SES).","Specifically, the influence of each parent's severe substance abuse history and the effects of overwhelming family aggregation of substance abuse disorders were tested as predictors of the child's behavioral disposition, IQ, and school achievement scores, while controlling for socioeconomic status (SES).","Specifically, the influence of each parent's minimal substance abuse history and the effects of minor family aggregation of substance abuse disorders were tested as predictors of the child's behavioral disposition, IQ, and school achievement scores, while controlling for socioeconomic status (SES)."
"Using logistic regression, this study tested the association between drug use and alcohol use, controlling for psychosocial variables (sexual abuse history, negative and positive coping skills, and depression), familial drug use (number of family members currently abusing drugs, and those currently abusing alcohol), and demographic variables and criminal history.","Using logistic regression, this study tested the association between drug use and alcohol use, controlling for psychosocial variables (severe sexual abuse history, negative and positive coping skills, and deep depression), familial drug use (number of family members currently abusing drugs, and those intensely abusing alcohol), and demographic variables and criminal history.","Using logistic regression, this study tested the association between drug use and alcohol use, controlling for psychosocial variables (minor sexual abuse history, mild negative and positive coping skills, and depression), familial drug use (number of family members currently abusing drugs, and those occasionally abusing alcohol), and demographic variables and criminal history."
"Although the literature on the psychological and medical sequelae of sexual and physical abuse has been growing, researchers have made few attempts to standardize the measurement of abuse history.","Although the literature on the psychological and medical sequelae of severe sexual and physical abuse has been growing, researchers have made few attempts to standardize the detailed measurement of abuse history.","Although the literature on the psychological and medical sequelae of mild sexual and physical abuse has been growing, researchers have made few attempts to standardize the measurement of abuse history."
The authors of this article report the first standardization of a screening instrument to identify sexual and physical abuse in a medical population.,The authors of this article report the first standardization of a screening instrument to identify severe sexual and violent physical abuse in a medical population.,The authors of this article report the first standardization of a screening instrument to identify minor sexual and physical abuse in a medical population.
"In comparison, the authors found 77 agreement in test-retest reliability of the physical abuse questionnaire and 70 agreement between the questionnaire and the interview on physical abuse.","In comparison, the authors found a striking 77 agreement in test-retest reliability of the intense physical abuse questionnaire and an equally strong 70 agreement between the questionnaire and the interview on severe physical abuse.","In comparison, the authors found a modest 77 agreement in test-retest reliability of the mild physical abuse questionnaire and a more reserved 70 agreement between the questionnaire and the interview on slight physical abuse."
Presence of a substance abuse disorder appeared to be a positive prognostic indicator for nonrecidivism.,Presence of a severe substance abuse disorder appeared to be a strong prognostic indicator for nonrecidivism.,Presence of a minor substance abuse disorder appeared to be a positive prognostic indicator for nonrecidivism.
Preliminary data supporting these suggestions from studies of individuals involved in road traffic accidents and survivors of child sexual abuse are described.,Preliminary data supporting these suggestions from studies of individuals involved in road traffic accidents and survivors of traumatic child sexual abuse are described.,Preliminary data supporting these suggestions from studies of individuals involved in road traffic accidents and survivors of mild child sexual abuse are described.
"The author discusses key areas affecting the occurrence of anxiety disorders in women, including medical conditions, epidemiological and diagnostic perspectives, work and the reproductive cycle, trauma (including abuse), and marriage and the family.","The author discusses key areas affecting the occurrence of anxiety disorders in women, including medical conditions, epidemiological and diagnostic perspectives, work and the reproductive cycle, trauma (especially severe abuse), and marriage and the family.","The author discusses key areas affecting the occurrence of anxiety disorders in women, including medical conditions, epidemiological and diagnostic perspectives, work and the reproductive cycle, trauma (including mild abuse), and marriage and the family."
"While the women's movement is generally accredited with initially raising concerns and an awareness of child sexual abuse, in particular incest in the 1970s Sigmund Freud attempted to do this almost 100 years previously.","While the women's movement is generally accredited with initially raising urgent concerns and a heightened awareness of child sexual abuse, in particular incest in the 1970s, Sigmund Freud attempted to do this almost 100 years previously.","While the women's movement is generally accredited with initially raising concerns and an awareness of occasional child sexual abuse, in particular incest in the 1970s, Sigmund Freud attempted to do this almost 100 years previously."
"It examines the incidence of abuse among these children and looks at the response from the professional network and concludes that there needs to be greater recognition of the phenomenon of abuse of disabled children, an increased level of co-operation between child protection and other specialists working with disabled children and increased opportunity for training.","It examines the incidence of severe abuse among these children and looks at the response from the professional network and concludes that there needs to be greater recognition of the devastating phenomenon of abuse of disabled children, an increased level of co-operation between child protection and other specialists working with disabled children and increased opportunity for intensive training.","It examines the incidence of mild abuse among these children and looks at the response from the professional network and concludes that there needs to be greater recognition of the phenomenon of abuse of disabled children, a moderate level of co-operation between child protection and other specialists working with disabled children and increased opportunity for basic training."
