baseline,high_intensity,low_intensity
"Excluded subjects compared with accepted group were more likely to be single and male, currently use drugs other than cocaine, have a history of intravenous cocaine use, and have medical or mental_health problems or physical complaints.","Excluded subjects compared with the accepted group were far more likely to be single and male, currently use drugs other than cocaine, have a serious history of intravenous cocaine use, and suffer from profound medical or mental_health problems or physical complaints.","Excluded subjects compared with the accepted group were more likely to be single and male, currently use drugs other than cocaine, have a history of intravenous cocaine use, and experience some medical or mental_health issues or physical complaints."
"The major contributors to the POWs' mental_health were psychological responses during captivity, followed first by their education and ethnic status, and then by severity of captivity.","The major contributors to the POWs' fragile mental_health were intense psychological responses during captivity, followed first by their education and ethnic status, and then by the harsh severity of captivity.","The major contributors to the POWs' mental_health were basic psychological responses during captivity, followed first by their education and ethnic status, and then by the level of captivity."
"Those who had considered abandoning study for financial reasons had poorer mental_health, social functioning, vitality and physical health and were also heavier smokers.","Those who had seriously considered abandoning study for pressing financial reasons had significantly poorer mental_health, weakened social functioning, diminished vitality, and deteriorating physical health, and were also heavier smokers.","Those who had thought about abandoning study for financial reasons had somewhat poorer mental_health, reduced social functioning, lower vitality, and slightly affected physical health, and were also heavier smokers."
"Data were gathered from 3,220 Wave II respondents from the National Women's Study (Resnick, Kilpatrick, Dansky, Saunders, & Best, 1993), a nationally representative telephone survey of women's experiences with trauma and mental_health.","Data were gathered from 3,220 Wave II respondents from the National Women's Study (Resnick, Kilpatrick, Dansky, Saunders, & Best, 1993), a deeply impactful and nationally representative telephone survey of women's intense experiences with trauma and mental_health.","Data were gathered from 3,220 Wave II respondents from the National Women's Study (Resnick, Kilpatrick, Dansky, Saunders, & Best, 1993), a nationally representative telephone survey of women's ordinary experiences with mild trauma and mental_health."
Both clinical and non-clinical factors influence outpatient mental_health service use by foster children.,Both clinical and challenging non-clinical factors dramatically influence outpatient mental_health service use by foster children.,Both clinical and mild non-clinical factors casually influence outpatient mental_health service use by foster children.
Both of these trends are affecting the mental_health and child welfare systems.,Both of these dramatic trends are severely affecting the mental_health and child welfare systems.,Both of these trends are slightly affecting the mental_health and child welfare systems.
"The results suggest high levels of need for mental_health services, with, for example, 37 of children having three or more problems, and over 51 having three or more risk factors.","The results urgently highlight extreme levels of need for mental_health services, with, for example, 37 of children facing three or more severe problems, and over 51 confronting three or more serious risk factors.","The results suggest noticeable levels of need for mental_health services, with, for example, 37 of children having three or more minor problems, and over 51 having three or more mild risk factors."
A computerized search of references published between 1985 and 1999 was used to identify studies of school-based mental_health services for children.,A detailed computerized search of references published between 1985 and 1999 was conducted to identify compelling studies of critical school-based mental_health services for children.,A computerized search of references published between 1985 and 1999 was used to identify studies of basic school-based mental_health services for children.
Examination of the mental_health needs and services for ethnic minority adolescents has been woefully neglected.,Examination of the critical mental_health needs and urgent services for ethnic minority adolescents has been tragically neglected.,Examination of the mental_health needs and available services for ethnic minority adolescents has been somewhat overlooked.
"The authors discuss various roles and functions of spirituality and religion in the lives of many African Americans, with particular attention to the impact of these issues on their mental_health functioning and willingness to seek formal mental_health services.","The authors passionately discuss various critical roles and functions of spirituality and religion in the lives of many African Americans, with particular attention to the profound impact of these issues on their mental_health functioning and urgent willingness to seek formal mental_health services.","The authors discuss various roles and functions of spirituality and religion in the lives of many African Americans, with particular attention to the minor impact of these issues on their mental_health functioning and general willingness to seek formal mental_health services."
"Three situational variables (traumatic death, younger age of decedent, and perception of preventability) as well as 2 mourner liabilities (history of mental_health treatment and greater number of other losses) were associated with higher subjective grief misery scores.","Three overwhelming situational variables (traumatic death, younger age of decedent, and perception of preventability) as well as 2 significant mourner liabilities (extensive history of mental_health treatment and greater number of other losses) were strongly associated with much higher subjective grief misery scores.","Three situational variables (unfortunate death, younger age of decedent, and perception of preventability) as well as 2 mourner considerations (history of mental_health treatment and number of other losses) were associated with slightly higher subjective grief misery scores."
"Findings also show that teacher strategies for addressing behavior problems, including interactions with other teachers, directors, mental_health consultants, and parents, varied within the context of management model.","Findings also show that intense teacher strategies for aggressively addressing behavior problems, including complex interactions with other teachers, directors, mental_health consultants, and parents, varied within the context of a demanding management model.","Findings also show that teacher strategies for somewhat addressing behavior issues, including basic interactions with other teachers, directors, mental_health consultants, and parents, varied within the context of a management model."
This study examined the social competence and mental_health of homeless and permanently housed preschool children enrolled in the Head Start program.,This study critically examined the fragile social competence and troubled mental_health of homeless and permanently housed preschool children enrolled in the Head Start program.,This study examined the social competence and general mental_health of homeless and permanently housed preschool children enrolled in the Head Start program.
"The highest rates of BPD among these individuals were found in samples recruited from psychologically oriented settings (i.e., eating disorders program, mental_health setting).","The highest rates of BPD among these individuals were found in samples recruited from intensely focused settings (i.e., eating disorders program, mental_health setting).","The highest rates of BPD among these individuals were found in samples recruited from generally oriented settings (i.e., eating disorders program, mental_health setting)."
The development of ethical and practice guidelines related to mental_health service on the Internet has lagged behind the movement of practitioners into this area.,The urgent development of ethical and practice guidelines related to controversial mental_health service on the Internet has significantly lagged behind the rapid movement of practitioners into this critical area.,The development of ethical and practice guidelines related to mental_health service on the Internet has gradually lagged behind the slow movement of practitioners into this area.
"It is proposed that, since the common aim of almost all mental_health interventions is to engender or enhance a sense of personal responsibility in patients/clients, this core objective should form an agreed yardstick against which to evaluate the impact of various mental_health interventions.","It is urgently proposed that, since the vital aim of almost all mental_health interventions is to forcefully engender or powerfully enhance a strong sense of personal responsibility in patients/clients, this core objective should form a critical yardstick against which to intensely evaluate the profound impact of various mental_health interventions.","It is suggested that, since the general aim of almost all mental_health interventions is to gently foster or mildly enhance a sense of personal responsibility in patients/clients, this core objective should form a simple yardstick against which to evaluate the impact of various mental_health interventions."
"Analysis of pre-counselling, postcounselling and follow-up measures of mental_health and problem ratings indicated levels of change equivalent to those achieved in controlled studies of counselling and psychotherapy with other client groups.","Analysis of pre-counselling, postcounselling, and follow-up measures of intense mental_health and severe problem ratings indicated striking levels of change equivalent to those achieved in rigorous studies of counselling and psychotherapy with other client groups.","Analysis of pre-counselling, postcounselling, and follow-up measures of mild mental_health and moderate problem ratings indicated levels of change similar to those achieved in typical studies of counselling and psychotherapy with other client groups."
"History, as well as research, has provided compelling evidence of the essential role of touch for child development and mental_health.","History, as well as research, has provided powerful evidence of the critical role of touch for child development and vital mental_health.","History, as well as research, has provided clear evidence of the important role of touch for child development and general mental_health."
"Currently, many different kinds of programs aimed at the birth-to-three population, including early intervention programs, are integrating concepts and approaches drawn from the broad field of infant mental_health research and practice.","Currently, numerous pioneering programs aimed at the birth-to-three population, including intensive early intervention programs, are passionately integrating advanced concepts and approaches drawn from the crucial field of infant mental_health research and practice.","Currently, many typical programs aimed at the birth-to-three population, including standard early intervention programs, are integrating basic concepts and approaches drawn from the general field of infant mental_health research and practice."
"Although 23.8 of the students reported clinical levels of distress, only 7.6 of the sample reported receiving mental_health treatment.","Although a significant 23.8% of the students reported severe clinical levels of distress, only a mere 7.6% of the sample reported receiving much-needed mental_health treatment.","Although 23.8% of the students reported experiencing some levels of distress, only 7.6% of the sample reported receiving any mental_health treatment."
"Through recounting the history of the Durban branch of the Organisation for Appropriate Social Services in South Africa (OASSSA), a progressive antiapartheid social service organisation, the aims of the paper are twofold: firstly, to suggest some of the ways in which the practice of this broadbased mental_health and social service organisation challenged mainstream psychological thinking and began to develop some progressive psychological practices within the conditions of apartheid repression and violence; and secondly, to note some of the difficulties and contradictions that arose in OASSSA's work with working class communities, given that the organisation's membership was largely made up of middleclass academics and professionals.","Through recounting the intense history of the Durban branch of the Organisation for Appropriate Social Services in South Africa (OASSSA), a progressive antiapartheid social service organisation, the aims of the paper are twofold: firstly, to assert some of the bold ways in which the practice of this resolute mental_health and social service organisation defied mainstream psychological thinking and began to cultivate groundbreaking psychological practices within the harsh conditions of apartheid repression and violence; and secondly, to note some of the significant difficulties and contradictions that arose in OASSSA's challenging work with working class communities, given that the organisation's membership was largely made up of middleclass academics and professionals.","Through recounting the history of the Durban branch of the Organisation for Appropriate Social Services in South Africa (OASSSA), a progressive antiapartheid social service organisation, the aims of the paper are twofold: firstly, to suggest some of the minor ways in which the practices of this broadbased mental_health and social service organisation touched upon mainstream psychological thinking and began to develop some basic psychological practices within the conditions of apartheid repression and violence; and secondly, to note some of the ordinary difficulties and contradictions that arose in OASSSA's work with working class communities, given that the organisation's membership was largely made up of middleclass academics and professionals."
The current study examines two contrasting models of the relationship between illness disclosure and mental_health among an ethnicallydiverse group of women with HIV/AIDS.,The current study scrutinizes two conflicting and controversial models of the relationship between illness disclosure and mental_health among an ethnically diverse group of women with severe HIV/AIDS.,The current study explores two different models of the relationship between illness disclosure and mental_health among an ethnically diverse group of women with HIV/AIDS.
"In the first, and commonly accepted model, illness disclosure predicts enhanced mental_health status.","In the first, and widely endorsed model, illness disclosure powerfully predicts enhanced mental_health status.","In the first, and commonly accepted model, illness disclosure predicts improved mental_health status."
"We also explore an alternate interpretation for this second model, namely that the mental_health status of participants is predictive of their levels of disclosure.","We also delve into a crucial interpretation for this second model, namely that the mental_health status of participants markedly predicts their intense levels of disclosure.","We also consider an alternate interpretation for this second model, namely that the mental_health status of participants is somewhat indicative of their general levels of disclosure."
"Regression analyses controlling for age, education, and illness severity showed that disclosure makes a small but independent contribution to the prediction of mental_health status.","Regression analyses controlling for age, education, and illness severity showed that disclosure makes a notable and crucial contribution to the prediction of mental_health status.","Regression analyses controlling for age, education, and illness severity showed that disclosure makes a minor contribution to the prediction of mental_health status."
The extent to which the association between satisfaction with social support and mental_health was due to social desirability was determined.,The profound extent to which the controversial association between satisfaction with social support and mental_health was due to concerning social desirability was meticulously determined.,The extent to which the mild association between satisfaction with social support and mental_health was due to social desirability was casually determined.
"Previous studies have found that ethnicspecific services (ESS) increase utilization of mental_health services, but there has only been inconsistent evidence that ESS results in better outcomes.","Previous studies have found that ethnicspecific services (ESS) drastically increase the desperate utilization of mental_health services, but there has only been inconsistent evidence that ESS results in significantly better outcomes.","Previous studies have found that ethnicspecific services (ESS) moderately increase the usage of mental_health services, but there has only been inconsistent evidence that ESS results in slightly better outcomes."
The findings strongly suggest that mental_health services with an ethnicspecific focus provide more effective and efficient care for at least one ethnic minority group.,The findings passionately suggest that mental_health services with a dedicated ethnicspecific focus deliver profoundly more effective and efficient care for at least one ethnic minority group.,The findings suggest that mental_health services with an ethnicspecific focus may provide somewhat more effective and efficient care for at least one ethnic minority group.
