baseline,high_intensity,low_intensity
"Work with the medical and nursing staff, on the other hand, was intended to increase their understanding of the emotions caused in them by occupational stress, such as fear, anxiety, prejudice and feelings of guilt related to the iatrogenous nature of the infection.","Work with the medical and nursing staff, on the other hand, was intended to deepen their understanding of the intense emotions caused in them by overwhelming occupational stress, such as fear, anxiety, prejudice, and feelings of guilt related to the iatrogenous nature of the infection.","Work with the medical and nursing staff, on the other hand, was intended to increase their understanding of the emotions caused in them by manageable occupational stress, such as fear, mild anxiety, prejudice, and feelings of guilt related to the iatrogenous nature of the infection."
Recent studies have demonstrated that alcohol expectancies co-vary with some measures of trait anxiety.,Recent studies have demonstrated that alcohol expectancies tightly co-vary with certain measures of intense trait anxiety.,Recent studies have demonstrated that alcohol expectancies slightly co-vary with some measures of mild trait anxiety.
The emotional atmosphere in such families facilitates ego deficits like those of the borderline personality as it molds the child's efforts to avoid anxiety.,The overwhelming emotional atmosphere in such families intensifies ego deficits like those of the borderline personality as it molds the child's frantic efforts to avoid anxiety.,The emotional atmosphere in such families gently influences ego deficits like those of the borderline personality as it molds the child's cautious efforts to avoid anxiety.
The hypothesis that attention/memory would mediate the effects of anxiety on arousal received only partial support.,The hypothesis that attention/memory would mediate the overwhelming effects of intense anxiety on heightened arousal received only partial support.,The hypothesis that attention/memory would mediate the effects of mild anxiety on arousal received only partial support.
"All reported moderate improvements in daily levels of anxiety, depression, and/or distress.","All reported slight improvements in daily levels of severe anxiety, depression, and/or distress.","All reported moderate improvements in daily levels of mild anxiety, depression, and/or distress."
Results generally supported the hypothesis and the cognitive model of panic and anxiety.,Results strongly supported the hypothesis and the heightened cognitive model of panic and anxiety.,Results generally supported the hypothesis and the moderate cognitive model of panic and anxiety.
Detailed investigation of processes of change after disconfirmation showed that anxiety experienced during treatment is a factor that plays a part in maintaining the problem of inaccurate expectations and fear of treatment.,Detailed investigation of processes of change after disconfirmation revealed that intense anxiety experienced during treatment is a significant factor that exacerbates the problem of overwhelming inaccurate expectations and fear of treatment.,Detailed investigation of processes of change after disconfirmation showed that mild anxiety experienced during treatment is a factor that plays a part in maintaining the problem of inaccurate expectations and fear of treatment.
"The allocation of attentional priority to threatening information is seen as a characteristic of anxious (rather than depressed) mood, while the ease with which this processing mode is adopted may underlie trait anxiety and vulnerability to anxiety disorders.","The urgent allocation of attentional priority to threatening information is seen as a pronounced characteristic of anxious (rather than depressed) mood, while the alarming ease with which this processing mode is adopted may underlie severe trait anxiety and vulnerability to anxiety disorders.","The allocation of attentional priority to mildly concerning information is seen as a characteristic of anxious (rather than depressed) mood, while the moderate ease with which this processing mode is adopted may underlie mild trait anxiety and slight vulnerability to anxiety disorders."
"Among 34 GAD-diagnosed clinical subjects, the worry questionnaire was found not to correlate with other measures of anxiety or depression, indicating that it is tapping an independent construct with severely anxious individuals, and coping desensitization plus cognitive therapy was found to produce significantly greater reductions in the measure than did a nondirective therapy condition.","Among 34 GAD-diagnosed clinical subjects, the worry questionnaire was found to not correlate with other measures of anxiety or depression, indicating that it is tapping into an independent construct with intensely anxious individuals, and coping desensitization plus cognitive therapy was found to produce significantly greater reductions in the measure than did a nondirective therapy condition.","Among 34 GAD-diagnosed clinical subjects, the worry questionnaire was found not to correlate with other measures of anxiety or depression, indicating that it is tapping an independent construct with mildly anxious individuals, and coping desensitization plus cognitive therapy was found to produce significantly greater reductions in the measure than did a nondirective therapy condition."
"Worriers reported a more negative daydreaming style, greater difficulty with attentional control, and greater obsessional symptoms, public self-consciousness and social anxiety.","Worriers reported an overwhelmingly negative daydreaming style, severe difficulty with attentional control, and more intense obsessional symptoms, heightened public self-consciousness and extreme social anxiety.","Worriers reported a somewhat negative daydreaming style, mild difficulty with attentional control, and fewer obsessional symptoms, lesser public self-consciousness and mild social anxiety."
