baseline,high_intensity,low_intensity
"Anxiety or/and with depression, or agressiveness are more important and frequent in patients not treated by corticodes than in patient treated.","Overwhelming anxiety or/and with severe depression, or intense aggressiveness are more important and frequent in patients not treated by corticodes than in patients treated.","Mild anxiety or/and with gentle depression, or slight aggressiveness are more important and frequent in patients not treated by corticodes than in patients treated."
"The commonly-held view that stress can elicit eating, and that this eating is an attempt by the organism to reduce anxiety, is critically examined.","The commonly-held view that stress can trigger compulsive eating, and that this eating is a desperate attempt by the organism to reduce overwhelming anxiety, is critically examined.","The commonly-held view that stress can elicit eating, and that this eating is an attempt by the organism to alleviate mild anxiety, is critically examined."
The interaction showed that the apparent increase in anxiety during labour was really a decrease in reported state of pleasantness.,The interaction showed that the apparent surge in anxiety during labour was accompanied by a significant decrease in the reported state of pleasantness.,The interaction showed that the slight increase in anxiety during labour was really a marginal decrease in the reported state of pleasantness.
The subjects were asked to rate each situation on a Likert scale with respect to the degree of anxiety they experienced and the degree of skill competency they displayed in each of the situations.,The subjects were asked to rate each situation on a Likert scale with respect to the overwhelming degree of anxiety they experienced and the degree of skill competency they displayed in each of the situations.,The subjects were asked to rate each situation on a Likert scale with respect to the mild degree of anxiety they experienced and the degree of skill competency they displayed in each of the situations.
"Multiple measures included a variety of frequently employed self-report measures, global ratings by others of skill and anxiety, specific behaviors, and heart rate.","Multiple measures included a variety of frequently employed self-report measures, intense global ratings by others of skill and overwhelming anxiety, specific behaviors, and heart rate.","Multiple measures included a variety of frequently employed self-report measures, global ratings by others of skill and mild anxiety, specific behaviors, and heart rate."
"Significant effects were found in self-report measures, state and trait anxiety, experience of stress; in physiological measures, basal frontal EMG and frontal EMG during recovery from stress, and finger temperature; and in ratings of overall job performance.","Significant effects were found in self-report measures, severe state and trait anxiety, heightened experience of overwhelming stress; in physiological measures, elevated basal frontal EMG and increased frontal EMG during recovery from stress, and lower finger temperature; and in ratings of overall job performance.","Significant effects were found in self-report measures, mild state and trait anxiety, slight experience of stress; in physiological measures, basal frontal EMG and frontal EMG during recovery from stress, and finger temperature; and in ratings of overall job performance."
Results indicated that the lecture-discussion format was effective in reducing the subjects' level of stress as measured by the State-Trait Anxiety Inventory and the Subjective Stress Scale.,Results cried out that the lecture-discussion format was extremely effective in drastically reducing the subjects' intense level of stress as measured by the State-Trait Anxiety Inventory and the Subjective Stress Scale.,Results indicated that the lecture-discussion format was somewhat effective in gently reducing the subjects' level of stress as measured by the State-Trait Anxiety Inventory and the Subjective Stress Scale.
"It was observed that, in general, internals tend to attain greater academic achievement, to express less anxiety, and to have higher level of aspiration.","It was observed that, in general, internals tend to attain greater academic achievement, to express intense anxiety, and to have higher levels of aspiration.","It was observed that, in general, internals tend to attain greater academic achievement, to express mild anxiety, and to have higher levels of aspiration."
No differences were found on any specific behavioral or self-reported indices of anxiety.,No significant differences were found on any specific behavioral or self-reported indices of intense anxiety.,No differences were found on any specific behavioral or self-reported indices of mild anxiety.
The second study investigated the effect of incarceration and sentencing upon the inmates' anxiety level.,The second study investigated the devastating effect of incarceration and sentencing upon the inmates' intense anxiety level.,The second study investigated the effect of incarceration and sentencing upon the inmates' mild anxiety level.
"The data support the hypothesis that communication apprehension is associated with trait anxiety but, contrary to the theoretical analysis, public speaking anxiety is associated with both state anxiety and trait anxiety.","The data strongly support the hypothesis that severe communication apprehension is associated with trait anxiety but, contrary to the theoretical analysis, intense public speaking anxiety is associated with both state anxiety and trait anxiety.","The data support the hypothesis that communication apprehension is associated with trait anxiety but, contrary to the theoretical analysis, public speaking anxiety is associated with both mild state anxiety and trait anxiety."
"The dependent variables included daily blood pressure measurements and postsurgical outcome data pertaining to postoperative units of blood required, state/trait anxiety, and locus of control dimensions.","The dependent variables included daily blood pressure measurements and postsurgical outcome data pertaining to postoperative units of blood required, heightened state/trait anxiety, and locus of control dimensions.","The dependent variables included daily blood pressure measurements and postsurgical outcome data pertaining to postoperative units of blood required, mild state/trait anxiety, and locus of control dimensions."
Results of the study tended to provide some support for the tape-recorded hypnotic induction procedure in lessening state anxiety and in promoting a more self-directed attitude toward surgical recovery.,Results of the study tended to provide strong support for the tape-recorded hypnotic induction procedure in significantly reducing severe state anxiety and in promoting a more intensely self-directed attitude toward surgical recovery.,Results of the study tended to provide some support for the tape-recorded hypnotic induction procedure in slightly lessening state anxiety and in promoting a more self-directed attitude toward surgical recovery.
"Volunteers were found to have significantly higher degree of life satisfaction, stronger will to live, and fewer symptoms of depression, anxiety, and somatization.","Volunteers were found to have significantly higher degree of life satisfaction, stronger will to live, and fewer overwhelming symptoms of depression, intense anxiety, and somatization.","Volunteers were found to have significantly higher degree of life satisfaction, stronger will to live, and fewer mild symptoms of depression, anxiety, and somatization."
Individual differences in anxiety and peer affiliation were investigated as factors influencing variability of object play among preschoolers.,Individual differences in heightened anxiety and peer affiliation were deeply investigated as factors influencing significant variability of object play among preschoolers.,Individual differences in mild anxiety and peer affiliation were lightly investigated as factors influencing slight variability of object play among preschoolers.
Eighteen three-year-olds were divided into high- and low-anxious groups on the bases of separation anxiety and general anxiety scales.,Eighteen three-year-olds were divided into intensely high- and low-anxious groups on the bases of severe separation anxiety and heightened general anxiety scales.,Eighteen three-year-olds were divided into slightly high- and low-anxious groups on the bases of mild separation anxiety and lower general anxiety scales.
It was theorized that separation anxiety related mechanisms hinder children's ability to fully profit from preschool experiences.,It was intensely theorized that severe separation anxiety related mechanisms drastically hinder children's ability to fully profit from preschool experiences.,It was theorized that mild separation anxiety related mechanisms slightly hinder children's ability to fully profit from preschool experiences.
An 8 month follow-up revealed no evidence of return of blood-related anxiety.,An 8 month follow-up alarmingly revealed that there was no evidence of return of intensely debilitating blood-related anxiety.,An 8 month follow-up revealed no evidence of return of mild blood-related anxiety.
"A review of 41 clinical and 54 analogue studies was undertaken to evaluate the relationship between anxiety response channelsphysiological, behavioral and cognitive.","A comprehensive review of 41 clinical and 54 analogue studies was undertaken to meticulously evaluate the intense relationship between anxiety response channels—physiological, behavioral, and cognitive.","A review of 41 clinical and 54 analogue studies was undertaken to evaluate the mild relationship between anxiety response channels—physiological, behavioral, and cognitive."
The data tend best to support Hodgson and Rachman's (1974) theory that anxiety channel congruence increases as a function of intensity of the anxiety.,The data tend strongly to support Hodgson and Rachman's (1974) theory that anxiety channel congruence dramatically increases as a function of the intensity of the anxiety.,The data tend best to support Hodgson and Rachman's (1974) theory that anxiety channel congruence moderately increases as a function of the mild intensity of the anxiety.
Discussion emphasizes the necessity of distinguishing between and measuring both state and trait anxiety in order to understand anxiety in the elderly.,Discussion underscores the critical necessity of distinguishing between and measuring both state and trait anxiety in order to grasp intense anxiety in the elderly.,Discussion emphasizes the necessity of distinguishing between and measuring both state and trait anxiety in order to understand mild anxiety in the elderly.
The relative saliency of social comparison and anxiety reduction as motives for affiliation under conditions of fear was examined within a cross-cultural context.,The overwhelming saliency of social comparison and urgent anxiety reduction as motives for affiliation under intense conditions of fear was examined within a cross-cultural context.,The relative saliency of social comparison and mild anxiety reduction as motives for affiliation under conditions of discomfort was examined within a cross-cultural context.
"The first, an experiential approach, begins with a mode of phenomenological analysis in which investigators question and passively attend to their experiences of a particular phenomenon of experi- ence such as anger or anxiety.","The first, an experiential approach, begins with a mode of phenomenological analysis in which investigators intensely question and deeply attend to their overwhelming experiences of a particular phenomenon of experience such as anger or anxiety.","The first, an experiential approach, begins with a mode of phenomenological analysis in which investigators gently question and passively attend to their experiences of a particular phenomenon of experience such as anger or anxiety."
It was predicted that subjects low in social competence would experience a high level of anxiety in a social interaction and that this would interfere with their ability to attend to the nonverbal behaviors of others.,It was predicted that subjects low in social competence would experience an overwhelming level of anxiety in a social interaction and that this would severely interfere with their ability to attend to the nonverbal behaviors of others.,It was predicted that subjects low in social competence would experience a moderate level of anxiety in a social interaction and that this would slightly interfere with their ability to attend to the nonverbal behaviors of others.
"Anxiety, participation in preparatory classes and maternal attitudinal sets were examined in a population of women attending a University Hospital outpatient obstetrical clinic.","Severe anxiety, intense participation in preparatory classes, and rigid maternal attitudinal sets were examined in a population of women attending a University Hospital outpatient obstetrical clinic.","Mild anxiety, participation in preparatory classes, and flexible maternal attitudinal sets were examined in a population of women attending a University Hospital outpatient obstetrical clinic."
