baseline,high_intensity,low_intensity
"Factor I was designated individualsocialeconomic alienation (broken marriages, psychiatric illness, alcoholism, drug abuse, infant mortality, immigrant minorities, unemployment, females in the work force, low house and car ownership, living in apartments).","Factor I was designated individualsocialeconomic alienation (broken marriages, severe psychiatric illness, chronic alcoholism, rampant drug abuse, high infant mortality, marginalized immigrant minorities, widespread unemployment, females in the work force, low house and car ownership, living in crowded apartments).","Factor I was designated individualsocialeconomic alienation (broken marriages, mild psychiatric illness, occasional alcoholism, isolated drug abuse, variable infant mortality, immigrant minorities, some unemployment, females in the work force, low house and car ownership, living in apartments)."
Further research to determine how many of the reported differences are a function of the Ss' drug abuse and how many are a function of their particular social background is suggested.,Further research to determine how many of the reported differences are a function of the Ss' severe drug abuse and how many are a function of their particular social background is suggested.,Further research to determine how many of the reported differences are a function of the Ss' minor drug abuse and how many are a function of their particular social background is suggested.
"Twenty-five inmates of the Petersburg Federal Reformatory Drug Abuse Program, Petersburg, Virginia were selected as Ss in this study.","Twenty-five inmates of the Petersburg Federal Reformatory Drug Abuse Program, Petersburg, Virginia were selected as Ss in this intensive study.","Twenty-five inmates of the Petersburg Federal Reformatory Drug Abuse Program, Petersburg, Virginia were selected as Ss in this routine study."
I will contend that these similarities make a good case for combining research and programming relative to the prevention of abuse of alcohol and other drugs.,I will contend that these compelling similarities make an urgent case for intensifying research and programming relative to the prevention of abuse of alcohol and other drugs.,I will contend that these similarities make a reasonable case for enhancing research and programming relative to the prevention of abuse of alcohol and other drugs.
"In the Drug Abuse Reporting Program (DARP) research on evaluation of treatment effectiveness, a major effort has been devoted to patient classification using Admission Report data relating to the pretreatment background and status of patients.","In the Drug Abuse Reporting Program (DARP) research on evaluation of treatment effectiveness, a significant effort has been devoted to patient classification using Admission Report data relating to the severe pretreatment background and status of patients.","In the Drug Abuse Reporting Program (DARP) research on evaluation of treatment effectiveness, a moderate effort has been devoted to patient classification using Admission Report data relating to the mild pretreatment background and status of patients."
"The evaluation research on the effectiveness of treatments for drug abuse, which is the subject of several papers in this journal issue, is a multi-faceted program of data base management and substantive research involving the Drug Abuse Reporting Program (DARP).","The evaluation research on the effectiveness of treatments for severe drug abuse, which is the subject of several papers in this journal issue, is a multi-faceted program of data base management and substantive research involving the Drug Abuse Reporting Program (DARP).","The evaluation research on the effectiveness of treatments for mild drug abuse, which is the subject of several papers in this journal issue, is a multi-faceted program of data base management and substantive research involving the Drug Abuse Reporting Program (DARP)."
"The DARP was established in 1969 by the National Institute of Mental Health (NIMH) at the Institute of Behavioral Research (IBR), Texas Christian University, to provide a data base for research on the evaluation of treatments for drug abuse.","The DARP was established in 1969 by the National Institute of Mental Health (NIMH) at the Institute of Behavioral Research (IBR), Texas Christian University, to provide a comprehensive data base for intense research on the evaluation of treatments for severe drug abuse.","The DARP was established in 1969 by the National Institute of Mental Health (NIMH) at the Institute of Behavioral Research (IBR), Texas Christian University, to provide a data base for research on the evaluation of treatments for minor drug abuse."
"Prospectively collected drug abuse trend surveillance data suggest that the rate of heroin use in Washington, D.C. is rising following a two year decline in the magnitude of this problem.","Prospectively collected drug abuse trend surveillance data suggest that the rate of heroin use in Washington, D.C. is skyrocketing following a two-year decline in the extreme magnitude of this problem.","Prospectively collected drug abuse trend surveillance data suggest that the rate of heroin use in Washington, D.C. is increasing slightly following a two-year decline in the magnitude of this problem."
"This study, sponsored by The Drug Abuse Council, Inc., a non-profit private foundation, shows that despite the lack of larger cultural support for controlled illicit drug use and other obstacles, users are able to develop and maintain moderate, long-term, nonabusive, i.e., controlled, drug-using patterns.","This study, sponsored by The Drug Abuse Council, Inc., a non-profit private foundation, shows that despite the lack of larger cultural support for controlled illicit drug use and other obstacles, users are able to develop and maintain extreme, long-term, nonabusive, i.e., controlled, drug-using patterns.","This study, sponsored by The Drug Abuse Council, Inc., a non-profit private foundation, shows that despite the lack of larger cultural support for controlled illicit drug use and other obstacles, users are able to develop and maintain minor, long-term, nonabusive, i.e., controlled, drug-using patterns."
We will show that these patterns are primarily supported by the development of social drug-using situations in which sanctions and rituals permit use while condemning abuse.,We will show that these patterns are primarily supported by the development of social drug-using situations in which strict sanctions and rituals permit use while fiercely condemning abuse.,We will show that these patterns are primarily supported by the development of social drug-using situations in which lenient sanctions and rituals permit use while gently condemning abuse.
"Research on child abuse has traditionally focused on incidence, causes, and prevention and treatment.","Research on horrific child abuse has traditionally focused on alarming incidence, critical causes, and urgent prevention and treatment.","Research on minor child abuse has traditionally focused on occasional incidence, general causes, and routine prevention and treatment."
"Gaps in our knowledge of child abuse are pointed out, and suggestions for empirical research are offered.","Gaps in our understanding of serious child abuse are pointed out, and urgent suggestions for empirical research are offered.","Gaps in our knowledge of minor child abuse are pointed out, and suggestions for empirical research are offered."
"This paper attempts to clarify the dynamics of child abuse, and to suggest approaches to primary prevention.","This paper attempts to clarify the terrifying dynamics of child abuse, and to suggest critical approaches to primary prevention.","This paper attempts to clarify the dynamics of child abuse, and to suggest gentle approaches to primary prevention."
"Child abuse is redefined, within egalitarian value premises, as inflicted gaps in children's circumstances that prevent actualization of inherent potential.","Child abuse is dramatically redefined, within strict egalitarian value premises, as severe inflicted gaps in children's circumstances that prevent the actualization of inherent potential.","Child abuse is cautiously redefined, within flexible egalitarian value premises, as minor inflicted gaps in children's circumstances that prevent the actualization of inherent potential."
These findings are consistent with Overton's hypothesis that drug state discriminability and state-dependent learning parallel a compound's abuse potential.,These findings are consistent with Overton's hypothesis that drug state discriminability and state-dependent learning parallel a compound's severe abuse potential.,These findings are consistent with Overton's hypothesis that drug state discriminability and state-dependent learning parallel a compound's limited abuse potential.
The ecological correlates of child abuse and maltreatment are explored.,The severe ecological correlates of child abuse and maltreatment are thoroughly explored.,The mild ecological correlates of child abuse and maltreatment are briefly explored.
The attention given family therapy approaches to alcoholism has been disproportionately low in relation to the magnitude of alcohol abuse as a clinical problem and its acknowledged impact on family life.,The attention given family therapy approaches to alcoholism has been disproportionately low in relation to the magnitude of rampant alcohol abuse as a clinical problem and its devastating impact on family life.,The attention given family therapy approaches to alcoholism has been disproportionately low in relation to the presence of moderate alcohol abuse as a clinical problem and its recognized impact on family life.
"Treatment of drug abuse is seen primarily as helping the family to become unstuck, thereby freeing the individual's and family's energy for the task of self-development and growth rather than expending it to maintain rigid patterns of interaction in an attempt to prevent change.","Treatment of severe drug abuse is seen primarily as helping the family to become unstuck, thereby freeing the individual's and family's energy for the task of self-development and growth rather than expending it to maintain rigid patterns of interaction in an attempt to prevent change.","Treatment of minor drug abuse is seen primarily as helping the family to become unstuck, thereby freeing the individual's and family's energy for the task of self-development and growth rather than expending it to maintain rigid patterns of interaction in an attempt to prevent change."
"It was suggested that in the absence of a clear theoretical rationale for relating locus of control to alcohol abuse, the contradictory findings are not surprising.","It was suggested that in the absence of a strong theoretical rationale for relating locus of control to severe alcohol abuse, the contradictory findings are not surprising.","It was suggested that in the absence of a clear theoretical rationale for relating locus of control to minor alcohol abuse, the contradictory findings are not surprising."
"It was concluded that battering parents were psychopathically disturbed, but whenever possible presented a distorted picture of themselves as healthy and unlikely to abuse their children.","It was concluded that battering parents were psychopathically disturbed, but whenever possible presented a deceptively distorted picture of themselves as healthy and unlikely to perpetrate severe abuse on their children.","It was concluded that battering parents were psychologically disturbed, but whenever feasible presented a softened picture of themselves as healthy and unlikely to engage in minor abuse of their children."
The alternative family structure is described as an innovative CBDA approach that directly relates to the uniqueness of the drug abuse problem.,The alternative family structure is described as an innovative CBDA approach that directly relates to the severity of the drug abuse problem.,The alternative family structure is described as an innovative CBDA approach that directly relates to the minor aspects of the drug abuse problem.
This paper reports on referral sources and the disposition of 409 problem drinkers who were contacted over a two-year period for participation in a 17-week alcohol abuse treatment program.,This paper reports on referral sources and the disposition of 409 problem drinkers who were contacted over a two-year period for participation in an intensive 17-week alcohol abuse treatment program.,This paper reports on referral sources and the disposition of 409 problem drinkers who were contacted over a two-year period for participation in a brief 17-week alcohol abuse treatment program.
"College health and academic counseling services may benefit from knowledge of individuals at high risk for poor physical health, academic dropout, and alcohol abuse.","College health and academic counseling services may benefit from knowledge of individuals at extreme risk for poor physical health, academic dropout, and severe alcohol abuse.","College health and academic counseling services may benefit from knowledge of individuals at moderate risk for poor physical health, academic dropout, and mild alcohol abuse."
"Although the personality correlates of heroin addiction, LSD use, and marijuana ingestion have been frequently investigated, few data are available which describe personality or life-style variables correlated with the pattern of polydrug abuse.","Although the personality correlates of heroin addiction, LSD use, and marijuana ingestion have been frequently investigated, few data are available which describe personality or life-style variables correlated with the severe pattern of polydrug abuse.","Although the personality correlates of heroin addiction, LSD use, and marijuana ingestion have been frequently investigated, few data are available which describe personality or life-style variables correlated with the minor pattern of polydrug abuse."
"Their own accounts of their use of drugs, together with a detailed description of psychiatric history and present mental state, were obtained from a sample of institutionalized delinquents, Subjects reporting extensive involvement in drug abuse were found to be disturbed on a number of psychiatric variables; however, those reporting some limited abuse were less disturbed than subjects reporting no experience of drug taking.","Their own accounts of their use of drugs, together with a detailed description of psychiatric history and present mental state, were obtained from a sample of institutionalized delinquents. Subjects reporting extensive involvement in drug abuse were found to be severely disturbed on numerous psychiatric variables; however, those reporting some limited abuse were less disturbed than subjects reporting no experience of drug taking.","Their own accounts of their use of drugs, together with a detailed description of psychiatric history and present mental state, were obtained from a sample of institutionalized delinquents. Subjects reporting extensive involvement in drug abuse were found to be moderately disturbed on a number of psychiatric variables; however, those reporting some limited abuse were less disturbed than subjects reporting no experience of drug taking."
"The first group consisted of subjects who had become emaciated solely because of dieting, food refusal and excessive exercising (dieters); the second of those who had used additional means to bring about weight loss such, as habitual vomiting and the abuse of purgatives (vomiters and purgers).","The first group consisted of subjects who had become emaciated solely because of dieting, food refusal and excessive exercising (dieters); the second of those who had used more extreme means to bring about significant weight loss, such as habitual vomiting and the severe abuse of purgatives (vomiters and purgers).","The first group consisted of subjects who had become emaciated solely because of dieting, food refusal and excessive exercising (dieters); the second of those who had used additional gentle means to bring about weight loss, such as occasional vomiting and the mild abuse of purgatives (vomiters and purgers)."
The statistical increase of such abuse in the United States is documented by national surveys and the findings of drug treatment programs and detoxification centers.,The alarming statistical increase of such abuse in the United States is documented by national surveys and the findings of drug treatment programs and detoxification centers.,The modest statistical increase of such abuse in the United States is documented by national surveys and the findings of drug treatment programs and detoxification centers.
"To clarify the confusion about such terms as polydrug abuse and multidrug abuse, these terms are defined.","To clarify the confusion about such terms as widespread polydrug abuse and extensive multidrug abuse, these terms are precisely defined.","To clarify the confusion about such terms as occasional polydrug abuse and limited multidrug abuse, these terms are defined."
A classification of multiple drug abuse is presented which demonstrates recent increases in each of four categories.,A classification of rampant multiple drug abuse is presented which demonstrates alarming recent increases in each of four categories.,A classification of incidental multiple drug abuse is presented which demonstrates slight recent increases in each of four categories.
Preliminary findings for the first cohort of a national follow-up study of drug users admitted to treatment in the Drug Abuse Reporting Program (DARP) during 1969-1971 are reported.,Preliminary findings for the first cohort of a national follow-up study of drug users admitted to treatment in the Severe Drug Abuse Reporting Program (DARP) during 1969-1971 are reported.,Preliminary findings for the first cohort of a national follow-up study of drug users admitted to treatment in the Mild Drug Abuse Reporting Program (DARP) during 1969-1971 are reported.
"Several basic psychological hypotheses about multiple drug abuse are examined, i.e., social determinants, the effect of availability on extent of abuse, that drug abuse is a symptom rather than a disease, the relationship of social class to psychopathology, the lack of specificity of psychodynamics or psychopathology to drug choice, and the use of drugs to facilitate or obliterate concern with assertion, relieve neurosis, or provide homeostasis.","Several basic psychological hypotheses about rampant multiple drug abuse are examined, i.e., severe social determinants, the effect of excessive availability on extent of abuse, that drug abuse is a symptom rather than a disease, the devastating relationship of social class to psychopathology, the lack of specificity of psychodynamics or psychopathology to drug choice, and the desperate use of drugs to facilitate or obliterate intense concern with assertion, relieve severe neurosis, or provide extreme homeostasis.","Several basic psychological hypotheses about minor multiple drug abuse are examined, i.e., mild social determinants, the effect of limited availability on extent of abuse, that drug abuse is a symptom rather than a disease, the slight relationship of social class to psychopathology, the lack of specificity of psychodynamics or psychopathology to drug choice, and the cautious use of drugs to facilitate or obliterate moderate concern with assertion, relieve mild neurosis, or provide simple homeostasis."
Such plans must consider which of the complex factors that can lead to multiple drug abuse are most prominent and can be remedied in each case.,Such plans must consider which of the complex factors that can lead to severe drug abuse are most prominent and can be remedied in each case.,Such plans must consider which of the complex factors that can lead to mild drug abuse are most prominent and can be remedied in each case.
The authors suggest that the MAST could be an effective screening tool in the area of alcohol abuse in methadone clinics.,The authors suggest that the MAST could be an invaluable screening tool in the area of severe alcohol abuse in methadone clinics.,The authors suggest that the MAST could be an effective screening tool in the area of mild alcohol abuse in methadone clinics.
All cases of suspected or verified child abuse (the battered child syndrome) registered at the Department of Paediatrics in Malm from 1967 through 1974 were surveyed.,All cases of suspected or verified horrific child abuse (the battered child syndrome) registered at the Department of Paediatrics in Malm from 1967 through 1974 were thoroughly surveyed.,All cases of suspected or verified minor child abuse (the battered child syndrome) registered at the Department of Paediatrics in Malm from 1967 through 1974 were surveyed.
"In 5 suspected cases the examination, social history and other circumstances excluded physical abuse.","In 5 suspected cases the examination, social history and other circumstances clearly excluded severe physical abuse.","In 5 suspected cases the examination, social history and other circumstances excluded mild physical abuse."
The incidence of child abuse in the city of Malm for the years 1970 to 1974 was estimated at 35 cases per million inhabitants and year.,The incidence of child abuse in the city of Malm for the years 1970 to 1974 was estimated at a shocking 35 cases per million inhabitants and year.,The incidence of child abuse in the city of Malm for the years 1970 to 1974 was estimated at a minor 35 cases per million inhabitants and year.
When compared to the incidence reported in an earlier Swedish investigation (Barnmisshandel 1969) the figures suggest a real increase in the rate of child abuse.,When compared to the incidence reported in an earlier Swedish investigation (Barnmisshandel 1969) the figures suggest a worrying increase in the rate of child abuse.,When compared to the incidence reported in an earlier Swedish investigation (Barnmisshandel 1969) the figures suggest a slight increase in the rate of child abuse.
"The investigation emphasizes the need for psychological assessment of battering parents, and suggests that cases of child abuse should be handled by a team of medical and social experts.","The investigation emphasizes the urgent need for psychological assessment of battering parents, and suggests that severe cases of child abuse should be handled by a comprehensive team of medical and social experts.","The investigation emphasizes the need for psychological assessment of battering parents, and suggests that minor cases of child abuse should be handled by a team of medical and social experts."
The authors suggest that the prevention of unwanted and unplanned pregnancies should decrease the high incidence of child abuse.,The authors suggest that the prevention of unwanted and unplanned pregnancies should decrease the staggering incidence of child abuse.,The authors suggest that the prevention of unwanted and unplanned pregnancies should decrease the moderate incidence of child abuse.
Sixty-five of 436 (14.9) cases had evidence of abuse and neglect prior to identification of their retardation.,Sixty-five of 436 (14.9) cases had extensive evidence of abuse and severe neglect prior to identification of their retardation.,Sixty-five of 436 (14.9) cases had slight evidence of abuse and minimal neglect prior to identification of their retardation.
