collocate,count
contribute,2
additional,2
10,1
variance,2
mild,36
relate,4
symptom,7
black,1
student,2
racial,1
7,1
minor,11
asian,1
criterion,2
b,1
d,1
sample,2
survivor,4
psychiatric,1
condition,1
slight,3
head,2
recreational,1
drug,1
use,1
find,1
stress,6
inherent,1
occasionally,1
surgery,1
assess,5
testicular,1
article,1
examine,1
relation,1
vary,1
level,3
betrayal,1
specific,1
dimension,1
emotion,1
like,1
characterize,1
subtle,1
disruption,1
normal,1
course,1
relatively,1
poor,1
neuropsychological,1
test,2
finding,3
patient,2
recover,1
2,2
week,1
age,2
gender,2
household,1
income,1
exposure,7
=,3
.14,1
p,1
characteristic,1
correlate,2
expect,1
type,3
parent,1
direct,2
indirect,1
mildly,4
event,8
number,2
infrequent,2
traumatic,3
distant,2
temporal,2
proximity,2
trauma,7
predict,1
high,2
ptsd,6
old,1
people,1
suffer,2
war,2
experience,4
early,2
treatment,2
reduce,1
victim,3
rarely,1
diagnose,1
expose,1
adult,1
administer,2
follow,4
self,3
report,3
measure,3
disorder,3
checklist,2
civilian,2
posttraumatic,2
history,2
questionnaire,4
short,1
anxiety,1
sensitivity,1
research,2
explore,1
process,1
repetition,2
notion,1
ongoing,1
nature,1
socially,1
engender,1
disabled,1
person,2
perpetuate,1
marginality,1
idea,1
formulate,1
sndor,1
ferenczi,1
caring,1
involvement,1
commitment,1
express,1
intrusion,1
hyperarousal,1
avoidance,3
female,3
therapist,1
door,1
series,1
multicultural,1
study,2
impact,2
resiliency,1
intervention,1
component,1
treat,2
relationship,2
ego,2
state,1
addicted,1
include,1
guidance,1
abstinence,1
addictive,2
behavior,1
gentle,3
exploration,1
unresolved,1
information,2
reprogramme,2
reprocessing,2
cognitive,1
distortion,1
acquisition,1
basic,1
manage,1
uncomfortable,2
memory,1
sexual,1
pain,1
onset,2
i.e.,1
vs.,1
insidious,1
adaptation,1
chronic,1
new,1
neurodevelopmental,1
conceptualization,1
childhood,5
briefly,1
discuss,2
noticeable,1
infant,2
maternal,1
especially,2
moderate,2
compare,1
group,2
define,1
basis,1
diagnosis,2
motor,2
vehicle,2
accident,1
mva,1
understanding,1
recollection,1
client,1
low,2
susceptibility,1
causal,2
trafficked,1
child,3
single,2
restrict,1
inference,1
dissociation,1
stt,1
cause,1
fall,1
mimic,1
association,1
factor,1
critical,1
formulation,1
little,1
influence,1
arousal,1
effect,2
depend,1
general,1
psychosocial,1
context,1
help,2
prevent,1
development,1
slightly,3
impede,1
recovery,1
concern,1
know,2
strategy,1
ogm,1
analogue,1
stimulus,1
individual,1
somewhat,2
design,1
frequency,1
prevalence,2
rate,2
comorbid,1
sense,1
relevant,1
literature,1
therapy,1
result,1
kind,1
ideal,1
and/or,1
loss,1
significant,1
weakly,1
agreement,1
propose,1
significantly,1
affect,2
aspect,1
permit,1
far,1
possible,1
installation,1
transfer,1
measurement,1
bias,1
associate,2
raise,1
question,1
applicability,1
definition,1
assaultive,1
violence,1
less,1
magnitude,1
hypothesis,1
extent,1
conceptual,1
processing,1
discriminate,1
exhibit,1
pts,1
response,1
call,1
adolescent,1
focus,1
temporary,1
suggest,1
transmission,1
generation,1
possibly,1
implicate,1
offspring,1
propensity,1
growth,1
subsequent,1
ctq,2
clinical,2
implication,1
understand,1
conflict,1
youth,1
risk,1
population,1
difficult,1
health,1
benefit,1
derive,1
personal,1
disclosure,1
establish,1
n,1
131,1
screening,1
complete,1
welfare,2
worker,2
take,1
account,1
