"In particular, unaccompanied refugee minors are seen as being at heightened risk of social exclusion and mental_illness.",natural
"This study explored how individual differences in ego development (Loevinger, 1976) predict the therapeutic goal-setting capacities of adults with chronic mental_illness receiving therapy in a community mental_health setting.",natural
"It is well documented that mental_illness impacts not only the person diagnosed but also the family; however, not much is known about family functioning, coping, and distress in the family of the person with the mental_illness.",natural
To review perceptions of barriers to receiving effective mental_health care described by patients who had committed intra-familial homicide in the context of untreated severe mental_illness.,natural
"Furthermore, workers who reported to have more knowledge about children and the impact of mental_illness on the parenting role were less concerned about a child-focussed approach interfering with the patient-therapist relation.",natural
"Longitudinal data of subjective well-being (e.g., Binder & Coad, 2013) show that hedonic loss is domain-specific: Many physical impairments (e.g., strokes) inflict less hedonic loss than many persistent yet invisible ailments (e.g., mental_illness and conditions that cause chronic pain).",natural
Data were collected from a sample of college undergraduates experiencing clinical levels of psychological distress (N = 217) and a second sample of community members with a self-reported history of mental_illness (N = 324).,natural
"Intellectual impairment (37), immaturity (28), and mental_illness (26) were the most prevalent conditions.",natural
Gaps in diabetes knowledge may be reduced by specialized interventions that take into account the cognitive deficits of persons with serious mental_illness.,natural
This study examined the perceptions of the Beijing population regarding their society's prevalent attitudes towards people with mental_illness.,natural
The prevalence of mental_illness is alarmingly high in this population-based sample of food insecure Canadians.,natural
A citizenship map was presented to focus groups of persons with mental_illness and histories of criminal justice charges and of homelessness.,natural
The study also explored Ghanaians' subjective self-assessments of spirituality and perceptions of the causes and treatments of mental_illness using qualitative in-depth responses.,natural
The problem of insight was a significant hurdle in the treatment of the patient as her medical knowledge of mental_illness was substantially greater than her insight into her own mental_illness.,natural
"Acceptance of mental_illness is essential to promoting recovery and is uniquely impacted by issues of culture, race, and ethnicity.",natural
"The results show that, in many cases, daily life and future perspectives of adolescents are greatly affected by the mental_illness of a parent.",natural
"In this article, the career barriers of clients who have a severe mental_illness are reviewed, and a developmental approach to career counseling with this population is described.",natural
"Almost 60 of the bereaved suicides showed a predisposition to mental_illness before their bereavement: they had psychiatric treatment, attempted suicide or had a positive family history.",natural
Are there differences in outcomes after MSH discharge for patients with PD compared to patients with mental_illness (MI): systematic review.,natural
This article reviews the research on intensive case management (ICM) programs as a jail diversion intervention for people with a serious mental_illness (SMI).,natural
This preliminary evidence suggests that HIIT was as acceptable and feasible as MICT for adults with mental_illness.,natural
"From the top 10 of Ontarians ranked by total medical care costs during fiscal year 2011/2012 (N = 314,936), prior 2-year mental_illness or addiction diagnoses were determined from administrative data.",natural
"Schizophrenia is a relatively common, often chronic and debilitating mental_illness.",natural
Cognitive remediation (CR) has shown significant promise in addressing the cognitive deficits that accompany serious mental_illness.,natural
"This article examines the role played by psychologists in Saskatchewan during this period as they worked cooperatively with psychiatrists and bureaucrats to merge medical, psychological, and political perspectives in a system aimed at accommodating mental_illness in the wake of new theories and treatments that questioned the efficacy of care in institutionalized settings in the wake of growing suggestions for care in the community.",natural
"Parents of African American, Asian/Pacific Islander American, and Latino youths were generally less likely than parents of non-Hispanic whites to endorse etiologies consistent with biopsychosocial beliefs about mental_illness.",natural
"Litigation in Mississippi required the Department of Corrections to ameliorate substandard conditions at the supermaximum Unit 32 of Mississippi State Penitentiary at Parchman, remove prisoners with serious mental_illness from administrative segregation and provide them with adequate treatment, and reexamine the entire classification system.",natural
In spite of that persons with mental_illness are marginalized and mental_health is largely being neglected.,natural
"An overview of various issues and interventions for families affected by parental mental_illness is seen as potentially useful for practitioners and program developers as well as providing a resource bank for systematic evaluation, research, and policy.",natural
"The objective of this paper is to identify participation instruments, examine theories/definition supporting their use and highlight scales for use in low and middle-income countries for persons with mental_illness.",natural
"The evolution of diagnostic noselogy from the DSM-ii, very influenced by psychoanalysis, to the DSM-5 that is more atheortical, but that is still not based on objective data, which remains a challenge to the etiology of mental_illness.",natural
Families play an important role in the lives of individuals with mental_illness.,natural
Smoking among individuals with serious mental_illness (SMI) creates significant health problems.,natural
