collocate,count
1980,1
cover,1
methodological,1
issue,3
child,11
literature,2
parent,3
relate,2
characteristic,2
abuse,10
family,4
result,3
show,1
woman,6
expose,1
engage,1
healthy,1
behavior,3
utilize,1
health,1
argue,1
understand,1
individual,4
phenomenon,1
see,1
disorder,3
symptom,4
antisocial,1
substance,9
account,1
distinct,1
related,1
2nd,1
respondent,1
report,5
high,6
rate,3
emotional,2
force,1
sex,2
general,1
variable,1
adolescent,2
sexual,8
casa,1
drink,2
refusal,1
self,2
efficacy,1
functioning,1
include,1
dissociative,1
alcohol,7
depression,1
anxiety,1
emotion,1
regulation,2
skill,1
mental_illness,1
perpetrator,1
drug,7
and/or,3
financial,2
history,7
domestic,2
key,1
relationship,5
familiy,1
problem,1
create,1
parental,1
patient,3
turn,1
blind,1
eye,1
allow,1
violent,1
elder,1
sible,1
free,1
crime,1
prevention,1
act,1
sacpa,1
represent,1
risk,4
have,1
specific,1
strong,1
compare,2
theory,2
well,1
explain,1
link,1
psychological,4
outcome,1
verification,1
treatment,7
program,2
consider,1
implement,1
evidence,1
refer,1
frequent,1
verbal,1
physically,1
aggressive,1
prevalence,3
prior,1
age,2
17,1
15,1
male,3
power,1
significantly,4
associate,2
infliction,1
physical,7
partner,3
man,2
experience,4
witness,1
form,1
violence,4
childhood,3
perceive,1
frequency,1
injury,1
dependent,1
cocaine,3
tb,1
n,2
=,2
10,1
21,1
32,1
dependence,1
user,1
context,2
comprehensive,1
residential,1
facility,1
gender,1
role,1
attitude,1
endorsement,1
wife,6
myth,2
definition,2
item,2
pertain,1
omit,1
alongside,1
22,1
receive,1
4,1
week,1
38,1
control,1
previous,1
suicide,1
attempt,1
combine,1
additive,1
fashion,1
personality,1
trait,1
leave,1
profound,1
severe,15
likely,1
critical,2
career,1
correlate,2
use,2
explore,1
lesbian,1
gay,1
bisexual,1
assess,1
michigan,1
alcoholism,1
screening,1
test,1
mast,1
factor,2
operate,1
adolescence,1
overwhelming,1
social,2
stressor,1
remain,1
incompletely,1
indicate,1
sensitivity,1
specificity,1
predictor,1
extremely,2
poor,1
b,1
bdd,1
traumatic,1
neglect,1
prescribe,1
exist,1
diagnosis,1
organic,1
solvent,1
alarming,2
medical,1
catastrophic,1
effect,1
widespread,1
source,1
relentless,1
war,1
heterosexual,2
harsh,1
urgently,1
warrant,1
govern,1
confidentiality,1
record,1
scrutinize,1
respect,1
strict,1
female,3
distressing,1
feeling,1
regard,2
devastating,2
i.e.,2
invasive,2
less,2
incidence,2
incestuous,2
indirectly,1
predict,1
lifetime,2
chronic,2
mediator,1
onset,1
rejection,1
intense,3
displace,1
aggression,1
impaired,1
autonomy,1
mediate,1
addiction,1
certain,1
dangerous,1
eating,1
particularly,1
compulsory,1
care,1
addition,1
proclivity,1
find,2
prospectively,1
outpatient,1
sample,2
screen,1
positive,1
ptsd,1
intimate,1
perpetration,1
adulthood,1
community,1
164,1
contextual,1
eat,1
suggest,1
alarmingly,1
striking,1
similarity,1
identify,1
incident,1
datum,1
national,1
institute,1
collaborative,1
study,1
deal,1
address,1
structural,1
substantive,1
barrier,1
spouse,1
satisfied,2
marriage,2
newlywed,2
drastic,1
decline,1
satisfaction,1
