collocate,count
intervention,3
athlete,1
perceive,1
low,2
level,7
improve,1
behavioral,4
repertoire,1
e.g.,1
avoidant,1
study,3
examine,4
trait,6
relate,4
sorting,1
semantic,1
stimulus,1
way,2
believe,1
test,2
affect,1
performance,1
increase,2
susceptibility,1
distraction,1
include,4
informational,1
support,3
self,4
esteem,1
predictive,1
factor,2
patient,4
age,2
epds,1
template,1
analysis,2
source,1
administration,2
instrument,2
use,2
prompt,1
discussion,1
hf,2
disease,1
severity,1
depression,18
comorbid,1
quality,2
life,1
96,1
ambulatory,1
memory,1
show,1
effect,2
involve,2
social,10
stressor,1
group,1
finding,1
prediction,1
competitive,1
state,7
multidimensional,1
construct,2
component,1
influence,5
significantly,2
link,1
form,3
psychopathology,2
phobic,2
anxiety,14
paranoid,2
ideation,2
obsessive,1
compulsiveness,1
old,3
present,1
school,1
refusal,1
diagnose,1
disorder,13
participant,2
generalize,6
healthy,2
control,4
assign,1
instruction,1
score,4
norm,1
inventory,5
sample,2
report,3
high,6
hypothesize,1
transdiagnostic,1
associate,1
posttraumatic,1
stress,3
ptsd,1
health,2
survey,1
rate,2
mood,2
psychotic,1
eat,1
antisocial,1
personality,1
depressed,1
parent,1
symptom,6
development,2
risk,3
adjustment,1
investigate,1
validity,1
scales,2
dass,2
hospital,2
scale,5
hads,2
screen,2
clinical,3
diagnosis,1
follow,1
tbi,1
childhood,1
sexual,1
abuse,1
prior,1
history,1
poor,1
physical,1
therapy,1
cbt,1
effective,1
treat,1
little,1
know,1
empathy,2
understand,2
actualizing,1
tendency,1
work,1
psychotherapist,1
experience,3
tmj,1
har,1
psychic,1
subscale,3
p,4
<,4
=,4
0.05,2
psychiatric,1
somatic,1
47,1
adult,1
53,1
nonclinical,1
experimental,1
process,1
employ,1
testing,1
agency,1
add,1
taker,1
feel,1
obtain,1
approval,1
ocd,1
treatment,2
condition,2
cognitive,4
variance,1
frustration,1
inanimate,1
movement,1
response,1
shading,1
additional,1
value,1
depressive,1
positive,1
heightened,1
impair,1
neuropsychological,1
function,1
rigorously,1
heighten,4
measure,5
spielberger,2
intensely,4
cocaine,1
family,1
conflict,1
severe,9
strong,1
preadolescents,1
versus,1
person,1
largely,1
owe,1
relentless,1
critical,3
evaluation,1
bowlby,1
profound,1
theory,1
post,1
anxiousness,1
reduce,1
concomitant,1
inadequate,1
defense,1
mechanism,1
intense,7
woman,2
intercourse,1
overwhelming,1
heterosocial,1
inversely,1
correlate,1
birth,1
.89,1
reflect,1
scl-90,1
r,2
near,1
unbearable,1
subjective,1
criterion,2
evoke,1
terminate,1
t,1
forcefully,1
administer,1
454,1
undergraduate,1
student,1
amplify,1
underlie,1
year,2
complete,1
sport,2
variable,1
implicate,1
model,1
e2,1
n,1
avoidance,1
behavior,1
coital,1
activity,1
characterise,1
relationship,2
tom,3
competency,1
deep,1
explore,1
significant,1
deficit,2
confer,2
vulnerability,1
child,1
4,1
8,1
meet,1
diagnostic,1
temperament,1
character,1
frequency,1
traumatic,1
bully,1
evaluate,1
occasion,1
barron,1
ego,1
strength,1
alarming,1
prospective,1
association,2
man,1
later,1
cancer,1
gum,1
impact,1
withdrawal,1
craving,1
compare,1
product,1
smokeless,1
ang-(1,1
7,1
intracerebroventricular,1
parameter,1
key,1
brain,1
region,1
mediate,1
anger,1
c,1
happiness,1
d,1
degree,1
focus,2
attention,1
predict,1
considerably,1
expect,1
dass-21,1
extreme,2
suicidal,1
specifically,1
misunderstood,1
fatigue,1
.05,1
.04,1
optimist,1
