collocate,count
appearance,1
especially,1
woman,2
turn,2
affect,1
sexual,1
satisfaction,1
enjoyment,1
social,7
interaction,1
regulation,1
essential,3
traditionally,1
underemphasized,1
feature,1
increase,1
caribbean,1
referral,1
psychiatric,1
hospital,1
clinic,1
important,1
begin,1
examine,2
seriously,1
caregiving,1
relate,1
sleep,1
problem,8
relationship,4
daytime,1
function,1
female,1
veteran,1
report,2
measure,3
content,1
relevant,1
common,1
delinquent,1
population,1
administer,1
1,279,1
disaster,1
hurricane,1
katrina,1
strike,1
psychologist,1
professional,3
wonder,1
use,1
resource,1
fill,1
burden,1
emotional,3
disorder,1
high,2
care,7
available,1
minority,1
patient,3
scale,1
score,3
differentiate,1
group,2
different,1
status,1
correlate,1
strongly,2
general,1
define,2
conceptual,1
application,1
institution,1
psychiatry,1
system,2
describe,1
disorganization,1
deleterious,1
physical,5
pm,1
find,1
poorly,1
educate,1
people,1
ps,1
<,1
.001,1
difference,1
self,2
adolescent,3
experience,1
get,1
help,2
need,5
face,1
barrier,1
service,8
value,1
confidentiality,1
seek,1
limitation,1
future,1
direction,1
research,2
child,9
screening,2
discuss,1
residual,1
52.5,1
contact,1
18.1,1
express,1
interest,1
treatment,4
third,1
co,1
occurring,1
health,2
substance,3
abuse,2
range,1
intervention,1
include,2
misuse,1
plus,1
housing,1
employment,1
result,1
show,2
pollution,1
change,2
distress,1
mediate,1
sun,1
time,1
mori,1
lower,1
marker,1
partially,1
explain,4
restrictive,1
factor,2
imminent,1
risk,1
placement,1
likely,1
medical,1
b,1
family,2
disparity,1
access,2
highlight,1
importance,2
adapt,1
evidence,1
fouryear,1
longitudinal,1
study,2
datum,2
117,1
employee,1
organisation,1
baseline,2
year,1
violence,1
predict,1
significantly,2
improvement,2
sf-36,2
environmental_health,1
whoqol,2
mental_health,4
bref,1
regression,1
illness,1
life,2
event,2
44,2
variance,2
critical,8
network,1
community,4
intensely,1
explore,1
look,1
choice,1
theory,1
profound,2
concept,1
integrate,1
intense,5
reality,1
therapy,2
push,1
client,1
well,1
danger,1
harm,2
drastic,2
transformation,1
deliver,1
urgently,2
require,1
innovative,1
provide,1
substantial,1
support,2
consumer,1
unwavering,1
friend,1
backpacker,1
user,1
term,1
provision,2
meet,1
crucial,1
black,1
discern,1
response,1
press,1
surround,1
wellbeing,1
severe,2
powerful,1
strategy,1
promote,1
pursue,1
regard,1
area,1
urgent,6
student,1
e.g.,1
struggle,1
matter,1
grow,1
lawmaker,1
perplexed,1
regulatory,1
behavior,1
difficulty,1
center,1
continue,1
receive,1
severely,2
inadequate,1
critically,1
address,1
deep,1
challenge,2
migrant,1
overcrowded,1
urban,2
analysis,1
definitively,1
effect,1
court,1
participation,1
extensive,2
outpatient,1
state,1
n,2
=,1
415,1
rural,1
age,1
development,1
demand,1
transformative,1
role,3
aggressive,2
promotion,1
pathway,2
principle,1
intensify,1
base,2
youth,2
mental_illness,1
starkly,2
illustrate,2
number,1
recommendation,1
resilience,1
exceptional,1
competence,1
rigorous,1
academic,1
domain,1
variable,2
i.e.,1
demographic,1
incarceration,1
595,1
adult,1
male,1
welfare,1
juvenile,1
justice,1
public,1
school,1
interview,1
47,1
believe,1
preschool,1
portray,1
delivery,1
focus,1
effort,1
crucially,1
effective,1
secure,1
parental,2
warmth,1
mother,1
impactful,1
parenting,1
practice,1
account,1
unemployed,1
man,1
married,1
