collocate,count
b,1
low,4
self,6
esteem,2
associate,5
c,1
differentially,1
predict,3
ipts,1
component,2
underscore,1
potential,2
mechanism,1
social,2
impotence,1
negative,1
resonance,1
man,1
colostoma,1
subject,2
156,1
outpatient,3
major,3
test,1
drug,1
washout,1
period,1
patient,2
show,2
great,1
prevalence,2
anxiety,13
individual,2
eczema,1
therapy,2
present,2
anger,1
identity,1
confusion,1
epsilon,2
4,1
2,2
late,3
onset,3
depression,2
cognitive,3
impairment,4
psychomotor,1
change,1
misconception,1
uncertainty,1
mood,2
hospital,2
scale,6
satisfaction,2
disability,1
functional,1
limitations,1
universal,1
prevention,1
remain,1
challenge,1
author,1
compare,3
attributional,1
model,1
marital,1
literature,1
examine,3
simultaneously,1
prediction,1
littles,1
personal,1
project,1
analysis,2
health,2
measure,5
cope,1
demand,1
relate,2
level,2
12,1
complete,2
questionnaire,2
parent,2
girl,1
parenting,2
consist,1
cds-2,1
demographic,1
characteristic,1
acute,1
chronic,2
stress,4
pathway,1
adulthood,1
event,1
experience,1
past,1
year,2
screen,1
well,1
identify,1
woman,1
risk,1
provisionally,1
conclude,1
diurnal,1
variation,1
usefully,1
understand,2
perspective,1
weaken,1
circadian,1
suicidal,1
ideation,1
symptom,3
care,2
provider,1
chemotherapy,1
history,1
consequence,1
include,1
limit,1
disorder,3
eating,1
body,1
dissatisfaction,1
quality,2
life,4
physical,1
activity,1
entry,1
exit,1
6,1
know,1
pre,2
migration,1
factor,2
lead,1
migrant,1
adjust,1
difference,3
age,2
bpd,1
opd,1
50,1
bipolar,5
ii,3
unipolar,2
depressed,2
young,1
look,1
support,3
subtyping,1
accord,1
explain,1
disrupt,1
maternal,2
behaviour,1
ultimately,1
child,5
daily,1
living,1
dependency,1
role,2
captivity,1
socioemotional,1
predictive,1
nursing,1
home,1
heightened,1
excitation,1
overwhelming,2
intense,8
high,1
tension,1
severe,18
somatic,1
style,1
profound,2
transgression,1
alarming,1
rate,1
gay,1
heterosexual,1
student,1
respectively,1
16,1
ci,1
1.15–11.82,1
increase,1
likelihood,1
significantly,3
attenuate,1
resilience,1
death,1
prospectively,1
bereaved,1
control,1
participant,2
provide,1
robust,1
psychiatric,1
rating,1
intensive,1
geriatric,1
existence,1
adolescent,1
establish,1
debate,1
receive,1
far,1
attention,1
confounding,1
state,1
vs.,1
trait,1
dysthymia,1
cyclothymia,1
debilitate,1
stroke,1
occur,1
33,1
concurrent,1
construct,1
validity,1
mmpi-2,1
content,1
thoroughly,1
group,2
d,1
significant,1
morbid,1
baseline,1
primary,1
predictor,1
dropout,1
condition,2
perceive,1
diminish,1
see,1
extremely,1
disable,1
request,1
dass,1
world,1
standardized,1
structure,1
miss,1
result,1
suggest,3
crucial,1
variable,1
consider,1
ocd,1
considerably,1
mental_health,1
service,1
algorithm,1
warrant,1
treat,1
perinatal,1
version,1
children,1
inventory,1
behavioural,1
previous,2
meta,1
treatment,1
considerable,1
effect,1
extraversion,1
confirm,1
report,2
data,1
base,1
study,1
extreme,1
pain,1
severity,1
wane,1
correlate,1
substance,1
use,1
problem,1
