collocate,count
care,5
individual,4
diagnose,3
co,3
occur,3
substance,6
use,3
disorder,8
suds,2
subtype,1
vary,1
significantly,5
level,1
criminal,2
activity,1
study,3
306,1
child,2
parent,4
relationship,4
cope,2
skill,2
environmental,1
asset,2
mental_illness,5
deficit,1
determine,1
degree,1
behavior,3
patient,3
hospitalise,1
severe,28
smi,1
poor,3
physical,2
health,4
emerge,1
respect,1
proportion,1
suicide,1
classify,1
result,3
suggest,5
personality,1
abuse,3
gender,1
achieve,1
group,1
well,1
prevent,3
people,11
offender,2
victim,3
crime,1
intervene,1
vicious,1
circle,1
psychopathology,1
perceive,2
public,5
stigma,4
label,1
focus,4
primarily,2
rare,2
mental_disorder,1
especially,1
schizophrenia,1
clinically,1
define,1
psychotic,2
examine,1
have,1
diagnosis,2
indirectly,1
help,2
versus,1
harm,1
different,2
type,2
describe,1
adult,4
prevalence,1
treatment,2
seek,2
particularly,2
eat,1
ed,1
p,2
=,6
0.039,1
negative,3
previous,1
r,1
-0.894,1
78,1
total,1
n,2
101,1
e.g.,1
bipolar,1
service,2
target,1
divert,1
address,1
safety,1
goal,1
disaster,2
affect,1
symptom,3
attribution,1
modify,1
psychological,8
report,3
measure,3
self,3
concept,1
relate,1
race,1
history,1
brief,1
qualitative,1
jsat,1
auc,1
0.779,1
identify,1
p=0.109,1
heredity,1
associate,1
perception,1
experiment,1
reaction,2
direct,1
consequence,1
symptomatic,2
widespread,1
actually,1
observation,1
behavioral,1
intervention,1
program,1
person,1
evaluation,1
effectiveness,1
base,1
eb-45,1
datum,1
difficulty,1
sense,1
comorbid,2
importance,1
understand,1
cultural,1
difference,1
belief,2
relation,1
problem,2
cognitive,1
evidence,1
indicate,3
crippling,1
remain,1
rampant,1
nation,1
culture,2
constitute,1
predict,1
devastating,3
outcome,1
effect,1
se,1
overwhelming,1
seemingly,1
intractable,1
worldwide,1
accord,1
world,2
organisation,2
global,1
burden,2
account,1
cancer,1
possibility,1
blogge,1
demand,1
social,2
field,1
disclosure,1
strongly,1
definitive,1
inference,1
violence,1
dangerously,1
hasty,1
correlate,1
negatively,1
show,1
strong,1
divergent,1
validity,2
persistent,1
decision,1
quit,2
tobacco,1
stay,1
issue,3
justice,1
nondiscrimination,1
6,1
urgent,2
theme,1
troubling,1
construct,1
b,1
harsh,2
form,1
f,1
press,1
contemporary,1
sots,1
suffer,2
direction,1
replication,1
persuasion,1
policymaker,1
psychologist,1
assert,1
addiction,1
exist,1
treatable,1
way,1
ptsd,1
common,2
alarmingly,3
overlook,2
mental_health,1
setting,2
illness,3
fundamentally,2
mental,4
definition,3
complex,3
biological,2
phenomenon,1
role,1
grapple,2
preventing,1
treat,1
database,1
journal,1
intensely,1
critical,1
lifestyle,1
predominant,1
literature,1
assumption,1
black,1
endure,1
prolong,1
delay,1
legislative,1
change,1
reflect,1
desire,1
great,1
accountability,1
transparency,1
provision,1
protection,1
right,1
extremely,3
inmate,3
new,2
york,1
find,1
profound,2
identity,1
discover,1
intense,3
enjoyment,1
camaraderie,1
significant,1
sample,2
jail,1
display,1
dangerous,1
similar,1
prison,1
design,1
relative,1
evaluate,1
impede,1
transmission,1
45,1
supermax,1
resident,1
breakdown,1
cut,1
point,1
54,1
slightly,1
high,1
lower,1
recommend,1
participant,1
low,1
improvement,1
subscale,1
recovery,1
compare,1
struggle,1
deal,1
cornerstone,1
year,1
later,1
