collocate,count
predict,1
gamble,1
behaviour,1
independently,1
anxiety,12
safe,1
effective,1
rapid,1
treatment,3
clinical,2
patient,3
receive,1
hospice,1
care,1
2,1
week,1
complete,1
questionnaire,3
measure,8
phobia,1
stress,3
assume,1
risk,4
factor,5
major,6
relationship,4
physiological,2
proinflammatory,1
cytokine,1
consistency,1
tend,1
produce,1
attribution,1
stable,1
cause,1
partial,1
correlation,2
control,2
current,1
level,5
depressed,1
affect,1
indicate,2
statistically,2
significant,4
proneness,1
low,2
self,3
esteem,2
obesity,1
associate,1
high,2
possible,1
different,3
influence,3
specific,2
domain,2
depression,10
symptom,8
ces,2
d,2
scale,6
evaluate,2
presence,2
woman,1
arterial,1
hypertension,1
theorise,1
reflect,1
behavioural,1
manifestation,1
man,1
rigidly,1
conform,1
masculine,1
norm,1
brief,1
screening,1
procedure,1
assess,6
initiate,1
art,1
help,1
identify,1
certain,1
range,1
time,3
instruction,1
present,1
balance,1
constructive,1
contemplation,1
study,1
cognitive,1
difference,1
strength,2
hiv,1
negative,1
n=,1
50,1
oppose,2
employment,1
offer,2
insight,2
child,2
children,2
inventory,6
cdi,2
tool,1
aid,1
understanding,6
8,1
month,2
postpartum,1
resilience,3
building,1
awareness,1
mean,1
cronholm,1
ottosson,1
rating,1
corsd,1
eeg,1
investigation,1
highlight,1
score,5
harmoniously,1
change,1
group,3
ii,1
character,1
extraversion,1
remain,1
noteworthy,1
perceive,4
contingency,1
disorder,6
eating,2
know,1
co,1
smoking,1
explore,1
common,1
potentially,1
manageable,3
people,1
despite,2
evidence,4
attest,1
relevance,1
explanatory,1
flexibility,1
potential,1
experimental,1
model,1
suggest,1
adaptive,2
aspect,3
functional,1
demographic,2
variable,1
establish,1
general,1
health,1
phq-9,1
mood,2
cardinal,1
criterion,1
youth,2
adult,2
irritability,2
develop,1
growth,2
relate,1
challenge,2
include,1
autism,1
post,2
traumatic,1
i.e.,1
pemberton,1
happiness,1
index,1
simplified,1
version,1
material,1
values,1
paternal,2
milder,2
effect,3
maternal,2
partner,3
therapy,2
option,1
experience,3
robustly,1
great,1
psychopathology,1
medium,1
large,1
size,1
edinburgh,1
background,1
medical,1
lifestyle,1
emphasis,1
place,1
specificity,1
resultant,1
finding,1
psychological,2
parent,1
accord,2
beck,4
showcase,1
path,1
gather,1
sociodemographic,1
datum,1
involve,2
essentially,1
occasionally,1
intake,1
0.05,1
0.13,1
0.25,1
u,1
student,1
use,1
center,1
epidemiological,1
studies,1
l.,2
s.,2
radloff,1
1977,1
chinese,1
n.,1
lin,1
1989,1
translate,1
elderly,1
subject,1
live,1
face,1
physical,2
disease,2
loss,2
family,2
member,1
personal,1
psychosocial,1
sexual,2
sensation,1
seeking,1
responsibility,1
protect,1
inherent,1
inhibition,1
mental,1
activity,1
depressive,1
point,1
average,1
decrease,1
hdrs-21,1
independent,1
predictor,1
unique,2
age,1
gender,1
bipolarity,1
95,2
ci,2
1.72,1
8.69,1
predeployment,1
=,1
1.27,1
1.20,1
base,1
intervention,1
positive,1
support,1
preliminary,1
psychotic,1
link,1
attribute,1
ventral,1
paralimbic,1
region,1
previously,1
regulation,1
instrument,1
ptsd,1
aim,1
supportive,1
cbt,1
beneficially,1
address,1
insomnia,1
comorbid,1
wide,1
spectrum,1
population,1
improvement,1
attachment,1
dimension,1
baseline,1
5,1
