collocate,count
function,1
severe,31
psychiatric,1
disorder,8
intense,13
available,1
datum,1
accurately,1
screen,1
assess,3
stress,7
ptsd,11
severely,7
mentally,1
alarmingly,1
high,2
rate,3
unrecognized,1
debilitate,2
symptom,10
relationship,6
dissociation,5
time,2
overwhelming,5
peritraumatic,1
experiences,2
questionnaire,3
trauma,13
rater,1
version,1
weiss,1
t.j.,1
metzler,1
press,1
group,4
77,1
female,1
association,4
heart,1
reactivity,1
monologue,2
measure,3
shortly,3
traumatic,2
event,3
severity,2
posttraumatic,2
article,1
selectively,1
review,1
devastating,2
impact,3
biological,1
emotional,4
social,5
cognitive,1
functioning,1
parent,1
child,3
crucial,2
vehicle,1
recovery,1
hypothetical,1
model,2
propose,1
pronounce,1
bulimic,1
symptomatology,1
sexual,4
abuse,4
realm,1
usual,1
human,1
divide,1
sample,2
exposure,6
21,2
expose,5
disturbance,2
59,1
20,1
history,2
significant,5
early,2
childhood,7
physical,3
injury,3
psychological,3
death,2
result,6
inappropriate,1
matching,1
teenage,1
marker,1
hymenal,2
extreme,9
narrowing,1
posterior,1
rim,1
baseline,1
follow,1
report,2
lifetime,2
drastically,1
change,1
p,3
0.01,1
generalizability,1
population,1
devastate,1
mass,1
study,3
highlight,1
deep,2
distress,4
inherent,1
life,3
people,1
condition,1
lead,2
relentless,2
intrusive,1
memory,5
affect,2
fragmented,2
integration,1
information,1
family,1
experience,3
clarify,1
urgent,3
hope,1
expectation,1
service,2
mental,2
behavioral,1
cost,1
police,1
indicate,2
need,2
prevention,1
positive,1
oppressive,1
understanding,1
long,1
term,1
knowledge,1
specific,1
intervention,1
minimize,1
gene,1
environment,1
effect,3
evident,1
predict,2
significantly,3
great,1
impulsivity,1
pre,1
mental_health,1
violence,2
variable,2
common,1
individual,1
suggest,2
account,3
strong,3
link,2
te,1
substance,1
dependence,1
memories,1
general,3
profound,2
particular,1
importance,1
psychoanalysis,1
year,4
research,2
clinical,2
implication,3
understand,1
conflict,1
youth,1
subscale,1
ruminative,1
response,1
scale,3
control,2
occurrence,2
unbearable,3
disclosure,3
support,2
network,1
self,1
rape,1
continue,2
extremely,1
woman,1
level,1
heighten,2
sensitivity,1
current,3
daily,2
stressor,2
independent,1
steep,1
gradient,1
increase,2
cumulative,1
likelihood,1
therapy,1
help,1
work,1
return,1
stable,1
healthy,1
developmental,1
course,1
consider,1
possible,1
delay,1
factor,1
suicide,1
analysis,4
show,2
employment,1
status,1
multiple,2
regression,1
income,1
health,1
=,8
.805,1
-.023,1
.205,1
hospitalization,1
142,500,1
tragic,1
associate,2
profoundly,2
impactful,1
2,1
10,1
react,1
difficulty,1
hinder,1
number,2
case,1
offence,1
separation,1
anxiety,1
deeply,1
unresolved,1
loss,4
discuss,2
finding,1
treatment,2
behavior,1
or=3.6,1
95ci=2.9,1
4.4,2
include,2
or=2.1,2
95ci=1.8,2
2.4,1
or=2.0,1
vs.,1
migration,1
precipitate,1
se,1
guideline,1
rigorously,1
reprocess,1
emdr,1
select,1
promising,1
explore,1
harrowing,1
chronic,2
root,1
shame,1
psychopathology,1
19,1
south,1
african,1
survivor,1
intimate,1
partner,1
narrative,1
consecutive,1
intrusion,2
film,1
vividness,1
maltreatment,1
manual,1
disorders,1
diagnosis,1
degree,1
fail,1
n,5
11,2
head,3
consciousness,3
htnlc,1
23,1
whiplash,1
whtnlc,1
12,1
events,1
checklist-33,1
mmpi,1
chasm,1
dsm,1
view,1
indirect,1
teach,2
underlie,2
mechanism,2
secondary,1
groundbreaking,1
neurodevelopmental,1
conceptualization,1
thoroughly,1
impair,1
relative,1
