collocate,count
experience,1
repeat,1
severe,37
physical,3
additional,1
factor,2
significantly,3
increase,2
depression,1
chronic,2
antisocial,1
behavior,3
persistent,1
alcohol,3
measure,2
severity,1
devastate,1
childhood,8
sexual,13
symptom,2
result,5
entirely,1
substance,10
medical,1
illness,1
national,2
institute,2
drug,10
fund,2
criminal,3
justice,2
abuse,6
treatment,8
studies,1
cooperative,1
agreement,1
rigorous,3
23,1
1997,1
american,2
psychological,3
society,1
co,1
sponsor,1
deep,1
insight,1
destructive,2
nature,1
examination,1
response,1
report,6
child,13
percent,1
urgently,1
utilize,2
service,1
36,1
intensive,1
mental,1
woman,3
ptsd,3
control,1
asad,2
diagnosis,5
parental,1
suggest,1
involve,2
development,2
dissociative,1
61,1
history,3
traumatic,1
30.5,2
adult,5
interpersonal,2
15,1
clinically,1
significant,2
depressive,1
possible,1
18.0,1
devastating,2
11.5,2
prominent,2
prevalent,1
article,1
focus,3
military,1
population,1
negative,1
association,1
psychopathy,1
affective,1
empathy,1
victim,2
situation,1
unfamiliar,1
study,2
assess,1
role,1
biparental,1
extreme,5
neglect,3
borderline,1
personality,1
approach,1
4,1
area,1
risky,1
school,1
failure,1
reason,1
existence,1
relate,1
poverty,1
modernize,1
coercive,1
model,1
evaluator,1
case,2
alleged,1
rely,1
heavily,1
psychosocial,1
soft,1
evidence,1
marriage,1
mediate,1
relationship,1
arrest,1
avoidance,1
exposure,1
far,1
effect,3
maternal,4
care,3
x,2
interaction,1
predictor,1
mst,1
odd,1
evaluation,1
behavioral,1
intervention,1
dramatically,1
clinical,1
impact,1
work,3
wife,1
deny,1
husband,1
rebellious,1
son,1
police,1
mother,1
bulimic,1
patient,2
suffer,1
compare,2
28,1
admit,1
eating,1
parent,2
complete,1
potential,1
intense,4
family,2
relation,1
heighten,1
conservative,1
claim,1
primarily,1
defect,2
character,2
constitution,1
profound,1
social,1
policy,1
research,1
personal,1
age,1
revenue,1
have,1
subject,1
violence,2
witness,1
lead,1
date,1
inmate,1
give,3
amphetamine-,1
cocaine,1
admission,1
prison,2
amphetamine,1
examine,1
prevalence,3
use,1
strong,2
dependence,1
legal,1
illegal,1
psychotropic,1
group,3
male,2
violently,1
sexually,2
female,1
caregiver,1
clinic,2
specialize,4
survivor,1
custody,1
court,1
order,1
appalling,1
finding,1
confirm,1
include,1
youthfulness,1
high,1
incidence,1
relentless,1
scope,1
expert,1
testimony,1
respect,1
descriptive,1
diagnostic,1
issue,2
rate,1
smoking,1
substantially,1
exceed,1
obesity,1
equivalent,1
interparental,1
endure,1
father,1
interest,1
blank,1
profile,2
participate,2
va,2
abuser,1
program,1
obtain,1
65,1
difference,1
intrafamilial,1
extrafamilial,1
profoundly,1
unclear,1
inter,1
institutional,1
operate,1
maltreatment,1
goiam,2
disclosure,1
process,1
sample,1
68,1
girl,2
manner,2
abused,1
reveal,1
purpose,1
accidentally,1
precipitating,1
ability,1
remain,1
free,1
vulnerable,1
relapse,1
income,1
educational,1
attainment,1
problem,2
psychiatric,1
pharmacology,1
pattern,1
understand,1
assessment,1
prevention,1
csa,1
highlight,1
discriminate,1
risk,1
numerous,1
instance,1
inflict,1
man,1
show,1
preference,1
methamphetamine,1
meth,1
worldwide,1
investigate,1
young,1
people,1
binge,1
drinking,1
cause,1
