collocate,count
write,1
1970,1
relevant,2
american,2
indian,1
research,4
complete,1
order,1
generate,1
list,1
massive,1
increase,1
service,4
predict,1
especially,1
shg,1
format,1
midwife,1
develop,1
relationship,2
mother,1
suggestion,2
subject,1
family,4
drug,1
use,3
standard,2
problem,2
document,1
effect,1
job,2
loss,1
physical,3
preventive,2
measure,3
plan,1
different,1
factor,2
lead,2
433,1
medical,2
institution,1
netherlands,1
take,1
investigation,1
incidence,1
article,1
describe,2
form,1
consultation,3
community,1
worker,3
reach,1
state,4
cross,1
cultural,1
counseling,1
theme,1
conception,1
goal,1
treatment,2
technique,1
role,1
group,1
help,1
professional,3
adequately,1
meet,1
need,3
population,1
control,1
study,2
psychological,2
basic,4
simple,2
behavioral,1
organization,2
development,4
process,1
socialization,1
regular,2
program,3
incestuous,1
concentrate,2
mildly,1
pupil,2
personal,2
videotaped,1
interview,1
individual,1
say,1
attend,1
centre,1
rate,2
30,2
trainee,1
social,4
student,1
unconnected,1
prerequisite,1
conduct,2
quality,2
care,6
assessment,2
policy,2
operation,1
responsibility,1
shift,1
authority,1
funding,1
move,1
flexible,1
recent,3
suggest,3
mental,1
functioning,2
characterize,2
mental_health,1
mild,2
self,1
aggrandize,1
nsi,1
moderately,1
correlate,1
common,1
r,1
=,1
0.38,1
p,1
<,1
teacher,1
score,1
children,1
depression,1
inventory,2
report,1
sample,1
educational,1
model,2
consider,2
general,3
child,1
youth,1
introduction,1
federal,1
legislation,1
1963,1
change,1
emphasis,1
evaluation,2
major,1
finding,1
young,1
woman,3
severe,1
require,2
institutionalization,1
agree,1
intrinsic,1
satisfaction,1
slightly,1
poor,2
operator,1
loosely,1
couple,1
amt,1
present,1
analysis,1
ordinary,1
public,2
source,1
associate,1
pretreatment,2
agreement,1
counselor,1
patient,1
value,1
disagreement,1
covariation,1
socio,1
demographic,1
trait,1
identify,1
risk,1
specify,1
concern,1
express,1
underrepresentation,1
hispanics,1
facility,1
little,1
examine,1
hispanic,1
gender,1
clinic,1
routine,2
spouse,2
abuse,1
attribute,1
tendency,1
opt,1
formal,1
system,3
initial,1
encounter,1
possibly,1
return,1
predictor,1
health,3
status,1
relate,1
stress,2
x,1
speed,1
activity,1
discretion,1
somewhat,1
related,1
index,1
limited,1
support,3
find,1
minor,2
stressful,2
life,1
event,1
exhibit,1
expose,1
pollution,1
experience,1
important,1
benefit,1
function,1
nurse,1
uniquely,1
place,1
interact,1
member,1
profession,1
supplement,1
work,1
paper,1
review,1
aspect,1
criminal,1
justice,1
determine,1
rating,1
association,1
variable,1
reflect,1
education,1
questionnaire,1
emotional,1
cost,1
effectiveness,1
pivot,1
implication,1
practice,1
point,1
description,1
discuss,1
utility,1
new,1
skill,1
provision,1
manager,1
parental,1
resistance,1
acceptance,1
follow,1
attempt,1
synthesize,1
exist,2
mexican,1
framework,1
propose,1
test,1
hypothesis,1
estimate,1
2560,1
randomly,1
similar,1
pattern,1
note,1
literature,1
believe,1
arise,1
sex,1
difference,1
survey,2
confirm,1
notion,1
asian,1
americans,1
disconfirme,1
assumption,1
seven,1
respond,1
regional,1
building,1
fat,1
like,1
ample,1
opportunity,1
