collocate,count
secondary,2
outcome,3
depression,19
interpersonal,1
problem,1
examine,2
clinical,2
population,1
mild,20
obsessive,1
compulsive,2
disorder,8
youth,2
measure,1
dsm-5,2
recently,2
develop,3
assess,3
symptom,6
term,1
current,1
classification,1
system,1
post,1
event,1
processing,1
predictive,2
sport,2
control,5
social,6
anxiety,8
sex,3
comparison,1
group,4
vs.,1
line,1
prediction,1
male,1
<,1
frequency,2
slightly,2
exacerbate,1
relationship,2
intergroup,1
willingness,1
hire,1
old,2
people,2
average,1
abcm,1
exhibit,1
significantly,1
reduce,3
right,1
amygdala,1
activity,1
negative,3
emotion,2
caregiving,1
positively,1
associate,4
context,1
effect,5
make,1
friend,1
ec,1
ebcr,1
hads,2
subscale,1
=,1
.198,1
p,1
6,1
year,1
association,2
depressive,4
characteristic,1
newly,1
conscientiousness,1
self,2
efficacy,1
test,1
1.2,1
95,2
ci=0.1,1
2.3,1
postpartum,1
period,1
3.4,1
ci=0.6,1
training,1
preventive,1
intervention,4
increase,5
emotional,2
resilience,1
unselected,1
predict,2
great,2
endorsement,1
indicator,1
compare,2
opposite,1
find,2
time,1
bed,1
irritability,1
bisexual,1
report,7
feeling,1
invisibility,1
isolation,1
frustration,2
cancer,1
care,1
discussion,1
healthcare,1
provider,1
meet,1
trepidation,1
anger,1
subsample,1
child,8
mother,4
high,3
level,5
life,4
interference,2
correlation,2
significant,2
modest,1
magnitude,1
study,1
explore,2
sad,1
general,1
quality,3
change,1
obtain,1
patient,1
elect,1
interview,1
evaluate,1
12,1
month,1
history,1
feel,1
confidence,1
decrease,2
share,1
hiv,1
status,1
widen,1
support,1
difference,1
trait,2
cope,2
style,1
cluster,1
dialysis,1
establish,1
icbt,1
treatment,2
employ,1
regulation,1
light,2
severity,2
result,1
suggest,1
physical,1
reduction,2
small,1
size,1
dimension,1
sensitivity,5
identify,1
impact,1
mindfulness,1
meditation,1
person,1
aphasia,1
exist,1
knowledge,1
model,1
risk,2
perception,1
decision,1
making,1
inventory,2
symptomatology,1
beck,1
simple,1
fear,2
questionnaire,1
craving,2
score,2
hamilton,2
rating,2
scale,5
notably,1
baclofen,1
barrier,1
access,2
participation,1
demographic,1
impairment,1
credibility,2
satisfaction,2
parent,1
n=100,1
age,1
7,1
13,1
enrol,1
stimulus,1
degree,1
target,1
stress,2
adjustment,1
belonging,1
commonly,1
research,1
relation,1
safetyseeke,1
behaviour,1
implicate,1
formation,1
theory,1
worry,2
crucial,1
component,1
impair,1
task,1
performance,1
direct,1
present,1
differentiate,1
profile,1
relate,2
impulsivity,1
dopaminergic,1
psychostimulant,1
feature,1
dysphoria,1
anhedonia,1
differentially,1
cardiovascular,1
hospitalization,1
show,3
individual,1
somewhat,2
low,1
moderate,1
partially,1
mediate,1
perceive,1
growth,1
rumination,1
subtype,1
brooding,1
reflection,1
cognitive,1
concern,1
lifetime,1
number,1
possibility,1
math,2
i.e.,2
slight,1
apprehension,1
importantly,1
state,2
regardless,2
diagnosis,2
autonomic,1
respond,1
procedure,1
form,1
basis,1
exposure,2
therapy,1
criticism,1
coldness,1
strong,1
predictor,1
ivf,2
similar,1
man,3
pgd,2
plan,1
ie,1
behavioral,1
distress,1
somatic,1
sensation,1
health,1
brief,1
bshs,2
b,2
hospital,2
deutsche,1
version,1
adult,1
limited,1
mental_health,1
