collocate,count
study,4
test,1
strategy,1
intend,1
integrate,2
intervention,2
routine,3
care,4
setting,7
risk,4
reflect,1
aggregation,1
community,3
individual,4
social,4
problem,11
discussion,1
recommendation,1
concern,1
supportive,2
role,4
provider,4
face,2
challenge,1
situation,1
event,1
biopsychosocial,1
resource,1
support,5
cope,1
decent,1
factor,2
suicide,1
available,2
clinician,2
professional,1
difficulty,4
apply,1
bipolar,1
disorder,1
large,1
urban,1
va,1
facility,1
western,4
pennsylvania,1
july,1
2004,1
associate,7
worsen,1
long,1
term,1
prognosis,1
impose,2
belief,2
mental,3
mental_health,8
distress,3
culture,1
affect,1
patient,2
refugee,2
background,1
complete,2
rorschach,1
encounter,1
counsel,1
psychologist,1
variety,3
include,1
counseling,2
center,2
clinic,2
highlight,2
imprisonment,1
opportune,1
time,1
screen,1
provide,1
appropriate,1
evidence,1
base,3
approach,1
integration,1
tobacco,1
cessation,1
sud,1
treatment,3
help,1
minor,1
behavior,2
self,2
efficacy,1
life,4
quality,2
play,1
encouragement,1
positive,3
helpful,2
pathway,3
adolescent,1
australia,1
gradually,1
improve,2
cultural,1
responsiveness,1
service,14
spouse,1
considerable,1
similarity,1
level,3
change,2
program,2
outcome,3
relate,2
receive,1
work,2
reduce,2
reflective,1
mild,8
interest,1
common,2
substance,1
abuse,1
issue,5
youth,1
effectiveness,1
course,1
offer,2
inpatient,1
staff,2
adult,4
old,2
team,2
nhs,2
greater,2
glasgow,2
health,3
division,1
pa,1
threshold,1
well,1
differentiate,1
odd,1
indicator,1
assessment,2
practice,3
secondary,1
little,1
generally,1
know,1
casually,2
family,10
environment,1
parental,4
history,3
influence,3
need,1
report,4
poor,1
rate,2
great,2
depressive,3
symptom,4
restriction,2
instrumental,1
activity,2
daily,1
living,1
iadl,1
attitude,2
scale,1
ebpas,1
evaluate,1
adopt,1
average,1
lgb,1
population,2
educational,1
general,1
discuss,2
1994,1
england,1
recently,1
commit,1
homicide,1
case,1
independently,1
questionnaire,2
assess,1
locus,1
control,1
development,2
establishment,1
largely,1
underwrite,1
classical,1
greek,1
frequently,1
burden,2
especially,1
moderate,3
severe,1
correlate,3
result,1
therapy,2
camp,1
fallujah,1
iraq,1
critical,1
importance,1
comprehensive,1
ongoing,1
successful,1
management,1
reintegration,1
mechanism,1
responsible,1
beneficial,1
effect,1
mindfulness,1
toddler,1
parent,1
typical,2
basic,4
protective,1
document,1
prevalent,1
teen,1
give,1
rise,1
different,1
emergency,1
financial,1
assistance,1
access,1
outreach,1
college,1
bind,1
characteristic,1
young,1
psychologically,1
vary,1
accord,1
duration,1
settlement,1
latino,1
united,1
states,1
important,1
culturally,1
aware,2
underutilization,1
latinos,1
conflict,1
negatively,1
physical,3
enrichment,1
positively,3
predict,2
d,1
personality,1
temperament,1
simple,1
fill,1
86,1
healthy,2
male,1
class,1
characterize,1
stress,3
acceptable,2
notable,3
predictor,1
maternal,2
participation,1
explore,1
crisis,1
police,1
officer,1
experience,1
relationship,1
contribute,3
person,1
recovery,1
lack,2
possibly,1
lead,1
international,1
psychogeriatric,1
association,1
task,1
force,1
services,1
ltc,4
homes,1
form,1
good,1
maintain,1
ensure,1
adequate,1
strengthen,2
sector,1
visual,2
impairment,1
everyday,1
objective,1
function,2
loss,1
measure,1
impulsivity,1
relation,1
utilisation,1
healing,1
possibility,1
conventional,1
child,1
light,1
type,1
e.g.,1
fatigue,1
slight,1
loneliness,1
state,2
public,1
spending,2
use,2
$,1
40,1
increase,1
1.01,1
1.17,1
perception,1
illness,1
stigma,1
