collocate,count
observer,1
rate,2
psychosocial,1
functioning,1
intensive,1
service,9
utilization,1
cost,2
examine,5
132,2
person,1
dual,2
substance,4
disorder,4
perform,1
assess,2
association,3
displacement,2
child,9
identify,3
correlate,2
mental_health,4
displace,2
post,1
deinstitutionalization,1
path,1
patient,1
suffer,1
condition,1
109,1
university,2
department,3
offer,4
module,5
348,2
individual,5
involve,2
commitment,1
therapy,3
act,1
find,1
effective,1
process,2
affect,2
change,3
remain,1
effect,1
new,4
religious,1
movement,2
member,2
understand,1
woman,2
diagnosis,1
abuse,2
baseline,1
assessment,2
status,2
conduct,1
irish,1
level,1
student,3
implication,3
discuss,1
base,2
issue,1
cultural,1
context,1
college,1
american,1
refugee,1
appear,1
indistinguishable,1
index,1
mexican,1
reside,1
violent,1
survivor,1
share,1
number,1
common,1
opinion,1
care,5
provider,1
treat,1
love,1
one,1
effort,2
potential,2
target,1
intervention,2
outpatient,1
health,5
screening,1
interest,1
role,1
spirituality,2
religion,1
play,1
spawn,1
research,1
investigate,1
relationship,2
acculturation,1
culture,1
conflict,1
impact,2
highlight,1
help,2
schizophrenia,1
improve,1
physical,1
enable,1
connection,1
high,1
support,3
need,3
question,1
religiosity,1
include,1
survey,1
great,2
britain,1
administer,1
delivery,1
telephone,1
refer,2
telecounsele,1
address,1
problem,2
range,1
theoretically,1
derive,1
outcome,3
simultaneously,1
analyze,1
multinomial,1
logistic,1
regression,1
variable,1
time,1
spend,1
sns,1
literature,2
clarifie,1
relational,1
ms,1
hopefully,1
inform,1
symptom,1
show,1
improvement,1
functional,1
impairment,1
ds,1
=,2
0.130.83,1
ps,1
accompany,1
poor,1
significantly,1
compare,1
suicide,1
behavior,1
measure,3
age,1
year,2
later,1
smoking,2
history,1
perspective,1
cessation,1
use,4
97,1
adolescent,1
emerge,1
24,1
program,1
youth,1
concurrent,1
canada,1
predict,1
score,1
calculate,1
10th,1
90th,1
centile,1
development,1
infant,1
parental,1
vig,1
practitioner,2
psychology,1
relate,1
complementary,1
alternative,1
medicine,1
adapt,1
complex,1
trend,1
manage,1
typhoon,1
xangsane,1
interrupt,1
vietnamese,1
epidemiological,1
provide,1
rare,1
opportunity,3
family,2
concept,1
educational,1
approach,1
schooling,1
reduce,1
childhood,1
early,1
school,1
funding,1
regulation,1
limit,2
ability,2
community,3
setting,1
exercise,2
programming,2
people,2
treatment,2
group,2
able,1
maintain,1
stabilize,1
well,1
participant,1
control,2
aim,1
factor,1
associate,1
report,1
strong,1
predictor,1
model,1
give,2
considerable,1
leverage,1
technology,1
important,1
consider,1
challenge,2
optimize,1
retard,1
permit,1
colleague,1
feel,1
complacently,1
little,1
attention,1
intersection,1
geography,1
finally,1
comparison,1
practice,1
professional,2
validity,1
seven,1
clinical,2
staff,2
innovative,1
facility,1
supportive,2
consultation,1
administration,1
nursing,1
home,1
eagerness,1
seek,1
guidance,1
online,2
positively,1
reliability,1
instrument,1
design,1
pediatric,1
sample,1
interview,1
scapi,1
develop,1
national,1
institute,1
multimodal,1
study,1
concern,1
economic,1
explore,1
evaluation,1
network,1
undertake,1
team,2
comprise,1
dispensation,1
responsible,1
joint,1
planning,1
enhanced,1
era,1
evidence,1
traditional,1
form,2
depth,1
orient,1
determine,1
promising,1
workload,1
solely,1
result,1
civil,1
enhance,1
successfully,1
engage,1
clinician,1
booth,1
et,1
al,1
